일별,M001_한식,M002_일식/중식/양식,M003_제과/커피/패스트푸드,M004_기타요식,M005_유흥,M006_백화점,M007_할인점/슈퍼마켓,M008_편의점,M009_기타유통,M010_음/식료품,M011_의복/의류,M012_패션/잡화,M013_스포츠/문화/레저,M014_스포츠/문화/레저용품,M015_숙박,M016_여행,M017_미용서비스,M018_화장품,M019_서비스,M020_인테리어,M021_학원,M022_유아교육,M023_교육용품,M024_병원,M025_약국,M026_기타의료,M027_가전/가구,M028_자동차판매,M029_자동차서비스/용품,M030_주유
2019-10-21,3826 ,700 ,2195 ,3594 ,92 ,356 ,6306 ,6642 ,465 ,1571 ,262 ,118 ,1065 ,224 ,100 ,52 ,311 ,131 ,724 ,162 ,141 ,162 ,253 ,2166 ,1671 ,28 ,656 ,11 ,391 ,2009 
2019-10-22,3936 ,769 ,2219 ,3776 ,102 ,460 ,6230 ,6759 ,276 ,1551 ,271 ,115 ,1037 ,227 ,99 ,45 ,284 ,124 ,344 ,231 ,125 ,98 ,188 ,1844 ,1380 ,27 ,316 ,11 ,379 ,1970 
2019-10-23,3987 ,797 ,2215 ,3784 ,109 ,475 ,5978 ,6727 ,430 ,1548 ,283 ,119 ,1068 ,231 ,100 ,45 ,326 ,125 ,377 ,147 ,122 ,64 ,189 ,1725 ,1287 ,27 ,297 ,10 ,369 ,1933 
2019-10-24,4012 ,810 ,2244 ,3861 ,119 ,487 ,6258 ,6772 ,336 ,1569 ,296 ,120 ,1105 ,240 ,104 ,48 ,332 ,132 ,346 ,146 ,116 ,44 ,185 ,1683 ,1294 ,27 ,294 ,11 ,371 ,1962 
2019-10-25,4326 ,906 ,2413 ,4233 ,150 ,619 ,6557 ,6916 ,470 ,1679 ,337 ,146 ,1286 ,279 ,122 ,49 ,395 ,143 ,1279 ,179 ,131 ,38 ,184 ,1864 ,1408 ,30 ,381 ,11 ,402 ,2171 
2019-10-26,4599 ,1059 ,2658 ,4513 ,223 ,955 ,7451 ,6469 ,292 ,1767 ,519 ,190 ,1771 ,447 ,202 ,51 ,596 ,152 ,399 ,141 ,94 ,5 ,178 ,1318 ,1117 ,27 ,266 ,5 ,440 ,2327 
2019-10-27,4002 ,957 ,2431 ,3926 ,176 ,983 ,5413 ,6031 ,306 ,1452 ,463 ,133 ,1621 ,403 ,172 ,53 ,496 ,115 ,203 ,59 ,59 ,4 ,141 ,173 ,298 ,8 ,216 ,0 ,278 ,2020 
2019-10-28,3862 ,694 ,2160 ,3475 ,91 ,440 ,6387 ,6328 ,919 ,1547 ,269 ,120 ,1076 ,221 ,99 ,51 ,309 ,130 ,397 ,158 ,164 ,34 ,190 ,2207 ,1718 ,33 ,330 ,11 ,394 ,2023 
2019-10-29,3994 ,767 ,2190 ,3665 ,104 ,482 ,6229 ,6433 ,592 ,1550 ,287 ,116 ,1085 ,225 ,100 ,44 ,290 ,131 ,351 ,149 ,151 ,22 ,190 ,1850 ,1381 ,30 ,313 ,11 ,384 ,1999 
2019-10-30,4087 ,805 ,2228 ,3773 ,110 ,509 ,6313 ,6485 ,283 ,1561 ,306 ,129 ,1171 ,236 ,99 ,45 ,330 ,138 ,383 ,150 ,152 ,18 ,207 ,1722 ,1290 ,29 ,295 ,11 ,387 ,2023 
2019-10-31,4127 ,838 ,2272 ,3861 ,125 ,514 ,6268 ,6643 ,926 ,1575 ,312 ,128 ,1158 ,241 ,103 ,47 ,339 ,137 ,372 ,146 ,154 ,17 ,191 ,1673 ,1297 ,30 ,310 ,11 ,386 ,2062 
2019-11-01,4287 ,890 ,2360 ,4172 ,160 ,615 ,6576 ,6744 ,540 ,1669 ,345 ,143 ,1296 ,276 ,119 ,50 ,403 ,149 ,351 ,146 ,197 ,59 ,176 ,1808 ,1389 ,26 ,385 ,11 ,407 ,2181 
2019-11-02,4479 ,1018 ,2599 ,4445 ,223 ,984 ,7722 ,6481 ,418 ,1778 ,531 ,184 ,1804 ,431 ,200 ,50 ,599 ,164 ,352 ,142 ,113 ,5 ,176 ,1308 ,1130 ,27 ,288 ,5 ,443 ,2290 
2019-11-03,3795 ,897 ,2340 ,3788 ,170 ,925 ,6883 ,5831 ,442 ,1355 ,457 ,134 ,1595 ,369 ,166 ,51 ,498 ,126 ,204 ,54 ,64 ,4 ,135 ,172 ,314 ,10 ,238 ,0 ,262 ,1978 
2019-11-04,3771 ,675 ,2099 ,3432 ,92 ,376 ,6216 ,6305 ,665 ,1533 ,261 ,114 ,1077 ,216 ,93 ,49 ,317 ,138 ,393 ,155 ,224 ,39 ,192 ,2147 ,1666 ,26 ,371 ,13 ,388 ,1994 
2019-11-05,3912 ,744 ,2129 ,3617 ,105 ,469 ,6101 ,6366 ,769 ,1528 ,274 ,113 ,1026 ,221 ,93 ,45 ,286 ,136 ,738 ,148 ,192 ,24 ,200 ,1797 ,1341 ,24 ,343 ,11 ,371 ,1968 
2019-11-06,3941 ,772 ,2135 ,3651 ,111 ,511 ,6361 ,6354 ,377 ,1514 ,286 ,120 ,1019 ,226 ,95 ,50 ,325 ,169 ,362 ,147 ,158 ,16 ,190 ,1681 ,1270 ,23 ,292 ,10 ,371 ,1968 
2019-11-07,3958 ,781 ,2174 ,3640 ,111 ,511 ,6167 ,6295 ,661 ,1539 ,309 ,118 ,1040 ,232 ,101 ,49 ,328 ,153 ,342 ,147 ,134 ,13 ,185 ,1657 ,1287 ,23 ,294 ,11 ,368 ,1994 
2019-11-08,4238 ,859 ,2311 ,3984 ,145 ,636 ,6554 ,6419 ,362 ,1670 ,349 ,133 ,1208 ,273 ,116 ,50 ,388 ,168 ,337 ,150 ,124 ,10 ,182 ,1797 ,1392 ,23 ,368 ,10 ,404 ,2200 
2019-11-09,4439 ,1029 ,2615 ,4359 ,217 ,991 ,7700 ,6339 ,370 ,1820 ,529 ,182 ,1734 ,439 ,196 ,49 ,602 ,194 ,361 ,147 ,95 ,1 ,191 ,1291 ,1152 ,24 ,275 ,6 ,442 ,2332 
2019-11-10,3680 ,888 ,2292 ,3579 ,163 ,1027 ,5420 ,5890 ,424 ,1398 ,455 ,132 ,1531 ,383 ,168 ,53 ,505 ,118 ,197 ,57 ,52 ,1 ,156 ,168 ,293 ,8 ,218 ,0 ,258 ,1922 
2019-11-11,3740 ,678 ,2165 ,3346 ,92 ,376 ,6742 ,6798 ,1706 ,1551 ,272 ,118 ,1005 ,245 ,94 ,52 ,313 ,147 ,1274 ,184 ,139 ,9 ,213 ,2121 ,1682 ,27 ,1192 ,12 ,385 ,1990 
2019-11-12,3872 ,745 ,2165 ,3530 ,104 ,486 ,6095 ,6268 ,290 ,1507 ,274 ,111 ,993 ,217 ,94 ,46 ,285 ,113 ,352 ,148 ,121 ,7 ,191 ,1770 ,1348 ,23 ,306 ,11 ,366 ,1970 
2019-11-13,3943 ,772 ,2169 ,3452 ,116 ,502 ,5747 ,6147 ,282 ,1437 ,259 ,108 ,1067 ,195 ,97 ,52 ,313 ,104 ,353 ,134 ,107 ,114 ,195 ,1596 ,1210 ,23 ,287 ,11 ,353 ,1940 
2019-11-14,3979 ,801 ,2118 ,3557 ,110 ,538 ,6093 ,6020 ,256 ,1447 ,324 ,125 ,1101 ,233 ,101 ,50 ,338 ,132 ,343 ,142 ,98 ,77 ,178 ,1605 ,1247 ,24 ,286 ,11 ,378 ,2078 
2019-11-15,4041 ,835 ,2165 ,3716 ,145 ,640 ,6267 ,6168 ,273 ,1582 ,309 ,124 ,1195 ,245 ,120 ,50 ,378 ,135 ,764 ,135 ,114 ,225 ,161 ,1728 ,1321 ,24 ,639 ,10 ,388 ,2145 
2019-11-16,4311 ,997 ,2579 ,4263 ,221 ,1017 ,7646 ,6216 ,284 ,1830 ,525 ,184 ,1741 ,429 ,194 ,51 ,607 ,167 ,368 ,141 ,84 ,22 ,177 ,1263 ,1136 ,20 ,276 ,4 ,432 ,2297 
2019-11-17,3299 ,797 ,2040 ,3177 ,170 ,956 ,6192 ,5188 ,286 ,1158 ,358 ,101 ,1462 ,292 ,165 ,54 ,484 ,89 ,189 ,40 ,45 ,18 ,111 ,165 ,283 ,11 ,207 ,0 ,226 ,1800 
2019-11-18,3668 ,655 ,2034 ,3194 ,91 ,398 ,6151 ,5882 ,521 ,1491 ,281 ,115 ,1041 ,207 ,92 ,55 ,319 ,118 ,415 ,151 ,138 ,215 ,184 ,2106 ,1644 ,25 ,315 ,12 ,389 ,2068 
2019-11-19,3785 ,715 ,2061 ,3398 ,103 ,522 ,6039 ,5966 ,278 ,1474 ,285 ,112 ,985 ,212 ,92 ,45 ,290 ,111 ,358 ,150 ,118 ,138 ,181 ,1740 ,1315 ,22 ,294 ,11 ,377 ,2060 
2019-11-20,3870 ,758 ,2092 ,3458 ,107 ,529 ,6146 ,5995 ,544 ,1498 ,300 ,120 ,1023 ,218 ,94 ,50 ,333 ,116 ,741 ,149 ,119 ,95 ,238 ,1639 ,1267 ,23 ,642 ,11 ,382 ,2058 
2019-11-21,3909 ,780 ,2144 ,3572 ,117 ,539 ,6129 ,6140 ,287 ,1567 ,306 ,122 ,1135 ,222 ,100 ,48 ,341 ,124 ,333 ,144 ,111 ,69 ,180 ,1634 ,1309 ,23 ,290 ,11 ,383 ,2059 
2019-11-22,4188 ,870 ,2340 ,4014 ,147 ,604 ,6516 ,6464 ,249 ,1740 ,323 ,136 ,1304 ,274 ,117 ,52 ,403 ,138 ,336 ,231 ,115 ,52 ,176 ,1806 ,1427 ,24 ,291 ,11 ,408 ,2203 
2019-11-23,4296 ,1008 ,2602 ,4349 ,219 ,936 ,7478 ,6327 ,272 ,1850 ,488 ,177 ,1878 ,432 ,191 ,50 ,614 ,146 ,346 ,139 ,84 ,7 ,178 ,1248 ,1133 ,20 ,268 ,6 ,444 ,2277 
2019-11-24,3572 ,870 ,2276 ,3560 ,174 ,955 ,5100 ,5678 ,282 ,1358 ,399 ,121 ,1677 ,360 ,167 ,54 ,513 ,100 ,186 ,47 ,45 ,7 ,136 ,164 ,280 ,8 ,206 ,0 ,248 ,1858 
2019-11-25,3698 ,673 ,2080 ,3257 ,91 ,436 ,6223 ,5932 ,648 ,1510 ,253 ,116 ,1082 ,192 ,94 ,51 ,321 ,135 ,1250 ,173 ,162 ,56 ,185 ,2111 ,1654 ,26 ,384 ,12 ,387 ,2038 
2019-11-26,3847 ,757 ,2140 ,3548 ,105 ,470 ,6141 ,6178 ,768 ,1536 ,263 ,117 ,1062 ,200 ,94 ,46 ,304 ,139 ,374 ,143 ,150 ,36 ,185 ,1792 ,1364 ,26 ,327 ,11 ,380 ,2014 
2019-11-27,3905 ,786 ,2156 ,3558 ,111 ,500 ,5818 ,6097 ,421 ,1519 ,271 ,122 ,1118 ,202 ,97 ,48 ,340 ,141 ,360 ,141 ,148 ,24 ,189 ,1669 ,1270 ,25 ,292 ,11 ,378 ,1998 
2019-11-28,3922 ,795 ,2193 ,3605 ,115 ,498 ,6108 ,6143 ,560 ,1538 ,278 ,118 ,1106 ,207 ,100 ,47 ,347 ,142 ,413 ,140 ,145 ,19 ,187 ,1656 ,1300 ,26 ,296 ,10 ,382 ,2034 
2019-11-29,4179 ,875 ,2335 ,3932 ,149 ,607 ,6405 ,6261 ,257 ,1672 ,314 ,134 ,1259 ,246 ,118 ,50 ,402 ,163 ,371 ,146 ,163 ,19 ,182 ,1804 ,1393 ,27 ,299 ,10 ,407 ,2229 
2019-11-30,4267 ,1017 ,2612 ,4251 ,226 ,971 ,7407 ,6070 ,285 ,1782 ,475 ,181 ,1836 ,382 ,197 ,46 ,632 ,164 ,361 ,134 ,116 ,2 ,188 ,1267 ,1143 ,18 ,273 ,6 ,442 ,2301 
2019-12-01,3358 ,835 ,2188 ,3283 ,177 ,911 ,6295 ,5179 ,337 ,1158 ,352 ,111 ,1568 ,271 ,170 ,49 ,529 ,94 ,187 ,39 ,63 ,4 ,123 ,171 ,303 ,9 ,213 ,0 ,227 ,1760 
2019-12-02,3641 ,656 ,2093 ,3198 ,90 ,447 ,6245 ,5901 ,1188 ,1489 ,252 ,117 ,1063 ,191 ,91 ,49 ,333 ,118 ,402 ,149 ,251 ,71 ,205 ,2140 ,1691 ,23 ,434 ,11 ,397 ,2116 
2019-12-03,3764 ,732 ,2124 ,3410 ,108 ,470 ,6072 ,6009 ,266 ,1469 ,255 ,117 ,1013 ,190 ,93 ,43 ,299 ,115 ,351 ,139 ,202 ,37 ,198 ,1772 ,1359 ,24 ,374 ,10 ,382 ,2029 
2019-12-04,3833 ,771 ,2147 ,3515 ,110 ,485 ,6201 ,6092 ,296 ,1486 ,269 ,121 ,1048 ,198 ,93 ,48 ,346 ,128 ,375 ,140 ,172 ,24 ,204 ,1690 ,1305 ,23 ,325 ,11 ,387 ,2024 
2019-12-05,3819 ,765 ,2143 ,3440 ,111 ,509 ,6017 ,5944 ,663 ,1451 ,285 ,120 ,1001 ,200 ,98 ,48 ,343 ,124 ,735 ,138 ,147 ,16 ,205 ,1644 ,1289 ,23 ,341 ,11 ,383 ,2102 
2019-12-06,4028 ,835 ,2261 ,3751 ,145 ,647 ,6377 ,6060 ,519 ,1564 ,310 ,136 ,1152 ,232 ,115 ,50 ,400 ,132 ,333 ,143 ,137 ,13 ,190 ,1773 ,1373 ,22 ,299 ,11 ,416 ,2252 
2019-12-07,4138 ,972 ,2564 ,4061 ,227 ,1006 ,7541 ,5869 ,267 ,1664 ,471 ,181 ,1711 ,372 ,198 ,45 ,646 ,148 ,345 ,131 ,103 ,1 ,197 ,1284 ,1173 ,18 ,271 ,6 ,450 ,2257 
2019-12-08,3586 ,878 ,2336 ,3507 ,177 ,1031 ,5519 ,5513 ,266 ,1333 ,431 ,136 ,1554 ,339 ,175 ,52 ,555 ,111 ,202 ,53 ,51 ,1 ,160 ,173 ,308 ,8 ,223 ,0 ,271 ,1937 
2019-12-09,3612 ,665 ,2103 ,3221 ,95 ,436 ,6160 ,5968 ,256 ,1459 ,236 ,111 ,1005 ,186 ,97 ,49 ,325 ,113 ,387 ,151 ,140 ,12 ,199 ,2152 ,1736 ,24 ,368 ,13 ,394 ,2040 
2019-12-10,3762 ,753 ,2145 ,3481 ,116 ,462 ,5907 ,6212 ,362 ,1427 ,245 ,113 ,1005 ,190 ,97 ,45 ,305 ,114 ,1244 ,172 ,129 ,9 ,204 ,1795 ,1418 ,22 ,1204 ,11 ,379 ,1950 
2019-12-11,3824 ,785 ,2164 ,3508 ,125 ,496 ,5678 ,6219 ,606 ,1427 ,261 ,118 ,1058 ,193 ,101 ,46 ,356 ,128 ,370 ,136 ,115 ,7 ,201 ,1688 ,1317 ,23 ,301 ,11 ,381 ,1983 
2019-12-12,3891 ,802 ,2190 ,3578 ,130 ,522 ,6006 ,6130 ,281 ,1436 ,286 ,124 ,1090 ,206 ,107 ,52 ,363 ,154 ,338 ,136 ,105 ,5 ,203 ,1691 ,1328 ,24 ,302 ,11 ,386 ,2069 
2019-12-13,4135 ,887 ,2332 ,3917 ,172 ,632 ,6301 ,6324 ,245 ,1554 ,318 ,146 ,1266 ,251 ,127 ,49 ,426 ,163 ,340 ,139 ,103 ,123 ,200 ,1847 ,1434 ,24 ,294 ,11 ,410 ,2201 
2019-12-14,4265 ,1022 ,2625 ,4239 ,249 ,970 ,7300 ,6100 ,283 ,1665 ,474 ,193 ,1780 ,404 ,213 ,47 ,655 ,189 ,361 ,123 ,77 ,12 ,203 ,1315 ,1181 ,19 ,284 ,4 ,455 ,2259 
2019-12-15,3609 ,902 ,2340 ,3635 ,193 ,931 ,6677 ,5577 ,321 ,1254 ,408 ,142 ,1614 ,344 ,188 ,53 ,548 ,118 ,216 ,47 ,42 ,8 ,155 ,188 ,340 ,9 ,229 ,2 ,271 ,1915 
2019-12-16,3686 ,696 ,2159 ,3341 ,107 ,447 ,5995 ,6138 ,316 ,1450 ,241 ,119 ,1094 ,192 ,104 ,51 ,344 ,117 ,830 ,148 ,133 ,283 ,210 ,2221 ,1770 ,24 ,643 ,13 ,392 ,1997 
2019-12-17,3730 ,757 ,2118 ,3405 ,124 ,473 ,5778 ,6043 ,277 ,1378 ,235 ,112 ,1065 ,187 ,103 ,48 ,315 ,110 ,348 ,128 ,121 ,209 ,196 ,1856 ,1406 ,23 ,280 ,11 ,377 ,1863 
2019-12-18,3831 ,790 ,2190 ,3552 ,130 ,520 ,5950 ,6085 ,599 ,1414 ,277 ,126 ,1137 ,199 ,109 ,50 ,366 ,122 ,363 ,135 ,123 ,148 ,216 ,1783 ,1361 ,25 ,278 ,11 ,383 ,2013 
2019-12-19,3855 ,815 ,2198 ,3539 ,135 ,558 ,5847 ,6025 ,364 ,1414 ,301 ,132 ,1222 ,206 ,114 ,49 ,370 ,125 ,338 ,133 ,108 ,104 ,217 ,1756 ,1375 ,24 ,272 ,10 ,382 ,2065 
2019-12-20,4134 ,888 ,2330 ,3849 ,178 ,668 ,6211 ,6189 ,479 ,1545 ,333 ,144 ,1377 ,241 ,133 ,50 ,425 ,137 ,704 ,137 ,117 ,85 ,271 ,1907 ,1478 ,24 ,635 ,10 ,405 ,2201 
2019-12-21,4259 ,1014 ,2556 ,4111 ,256 ,1005 ,7310 ,5899 ,299 ,1650 ,471 ,188 ,1932 ,366 ,217 ,50 ,639 ,145 ,352 ,117 ,83 ,12 ,213 ,1337 ,1208 ,18 ,266 ,4 ,426 ,2207 
2019-12-22,3749 ,904 ,2312 ,3580 ,198 ,1047 ,5200 ,5463 ,302 ,1339 ,450 ,147 ,1797 ,353 ,190 ,53 ,536 ,118 ,209 ,45 ,43 ,10 ,184 ,186 ,327 ,8 ,212 ,0 ,268 ,1874 
2019-12-23,3699 ,725 ,2192 ,3292 ,116 ,612 ,6421 ,5781 ,415 ,1428 ,312 ,142 ,1274 ,231 ,124 ,46 ,360 ,145 ,372 ,230 ,151 ,70 ,269 ,2306 ,1846 ,25 ,268 ,12 ,396 ,2034 
2019-12-24,4215 ,1000 ,3052 ,4116 ,167 ,845 ,7132 ,6055 ,330 ,1619 ,371 ,172 ,1441 ,353 ,146 ,48 ,351 ,155 ,344 ,136 ,140 ,49 ,324 ,1974 ,1570 ,25 ,281 ,11 ,408 ,2138 
2019-12-25,4067 ,1141 ,2578 ,3950 ,213 ,1132 ,6367 ,5217 ,363 ,1399 ,491 ,176 ,1985 ,414 ,203 ,51 ,406 ,129 ,229 ,73 ,28 ,7 ,194 ,211 ,398 ,9 ,219 ,1 ,302 ,1865 
2019-12-26,3734 ,786 ,2032 ,3316 ,134 ,532 ,5656 ,5645 ,1011 ,1355 ,252 ,121 ,1286 ,195 ,145 ,50 ,365 ,130 ,1273 ,151 ,166 ,34 ,167 ,2114 ,1706 ,29 ,367 ,11 ,386 ,1973 
2019-12-27,4121 ,888 ,2283 ,3810 ,177 ,610 ,6137 ,5920 ,721 ,1523 ,286 ,136 ,1413 ,227 ,151 ,51 ,423 ,141 ,379 ,129 ,185 ,23 ,173 ,2041 ,1604 ,28 ,271 ,11 ,418 ,2207 
2019-12-28,4240 ,987 ,2474 ,4068 ,261 ,870 ,7032 ,5724 ,260 ,1697 ,408 ,175 ,1888 ,341 ,220 ,53 ,603 ,144 ,405 ,117 ,112 ,3 ,178 ,1357 ,1247 ,19 ,252 ,3 ,413 ,2177 
2019-12-29,3517 ,861 ,2158 ,3398 ,202 ,834 ,6161 ,5086 ,273 ,1234 ,333 ,117 ,1725 ,279 ,206 ,47 ,492 ,97 ,215 ,42 ,56 ,2 ,129 ,194 ,355 ,8 ,198 ,0 ,233 ,1731 
2019-12-30,3914 ,786 ,2238 ,3494 ,137 ,575 ,6178 ,5697 ,284 ,1541 ,270 ,134 ,1439 ,227 ,152 ,45 ,386 ,144 ,424 ,134 ,169 ,14 ,189 ,2422 ,1923 ,29 ,263 ,12 ,437 ,2043 
2019-12-31,4241 ,942 ,2786 ,4001 ,174 ,738 ,7314 ,5747 ,911 ,2046 ,290 ,146 ,1569 ,266 ,178 ,47 ,415 ,128 ,428 ,116 ,135 ,14 ,189 ,2011 ,1607 ,27 ,286 ,11 ,442 ,2310 
2020-01-01,3339 ,727 ,2089 ,3177 ,179 ,325 ,6440 ,4850 ,289 ,1276 ,312 ,94 ,1713 ,241 ,193 ,44 ,381 ,82 ,167 ,28 ,39 ,4 ,101 ,170 ,319 ,8 ,158 ,0 ,210 ,1750 
2020-01-02,3516 ,715 ,2058 ,3204 ,96 ,535 ,5842 ,5415 ,423 ,1322 ,243 ,127 ,1338 ,224 ,126 ,49 ,391 ,132 ,363 ,125 ,269 ,36 ,208 ,2042 ,1719 ,24 ,359 ,5 ,390 ,1966 
2020-01-03,3956 ,856 ,2253 ,3669 ,142 ,584 ,6072 ,5768 ,218 ,1466 ,253 ,128 ,1385 ,234 ,132 ,46 ,407 ,137 ,338 ,125 ,232 ,23 ,194 ,1951 ,1566 ,23 ,261 ,9 ,393 ,2066 
2020-01-04,4040 ,934 ,2412 ,3917 ,211 ,866 ,6894 ,5486 ,236 ,1609 ,382 ,163 ,1824 ,322 ,200 ,49 ,603 ,144 ,334 ,116 ,124 ,4 ,181 ,1324 ,1222 ,18 ,253 ,4 ,406 ,2082 
2020-01-05,3384 ,824 ,2153 ,3313 ,162 ,809 ,6212 ,4993 ,237 ,1183 ,317 ,117 ,1632 ,271 ,173 ,50 ,509 ,96 ,192 ,41 ,60 ,4 ,134 ,185 ,342 ,8 ,200 ,0 ,235 ,1762 
2020-01-06,3418 ,649 ,1943 ,2950 ,92 ,407 ,5488 ,5386 ,706 ,1271 ,183 ,96 ,1111 ,174 ,104 ,50 ,324 ,97 ,724 ,118 ,255 ,40 ,184 ,2200 ,1745 ,24 ,285 ,9 ,352 ,1816 
2020-01-07,3406 ,707 ,1900 ,2959 ,103 ,427 ,5224 ,5207 ,229 ,1176 ,168 ,89 ,1044 ,172 ,98 ,45 ,285 ,95 ,293 ,96 ,195 ,23 ,149 ,1770 ,1322 ,23 ,224 ,9 ,334 ,1709 
2020-01-08,3670 ,767 ,2146 ,3309 ,109 ,471 ,5788 ,5615 ,586 ,1400 ,219 ,112 ,1142 ,203 ,102 ,53 ,350 ,119 ,347 ,118 ,173 ,18 ,179 ,1706 ,1341 ,22 ,364 ,9 ,360 ,1940 
2020-01-09,3735 ,790 ,2154 ,3392 ,113 ,480 ,5903 ,5649 ,262 ,1399 ,237 ,116 ,1146 ,200 ,110 ,51 ,357 ,134 ,311 ,125 ,140 ,13 ,174 ,1710 ,1346 ,23 ,244 ,9 ,370 ,2007 
2020-01-10,4051 ,873 ,2306 ,3758 ,146 ,566 ,6119 ,5926 ,385 ,1507 ,268 ,127 ,1284 ,212 ,127 ,51 ,401 ,151 ,1219 ,158 ,131 ,10 ,183 ,1827 ,1426 ,24 ,1135 ,9 ,387 ,2093 
2020-01-11,4157 ,978 ,2472 ,4033 ,223 ,876 ,7163 ,5658 ,549 ,1672 ,402 ,171 ,1828 ,325 ,214 ,51 ,623 ,168 ,337 ,114 ,78 ,1 ,167 ,1279 ,1150 ,20 ,281 ,4 ,419 ,2146 
2020-01-12,3496 ,864 ,2227 ,3414 ,168 ,882 ,5102 ,5137 ,282 ,1326 ,347 ,120 ,1681 ,277 ,190 ,54 ,526 ,107 ,200 ,46 ,39 ,1 ,129 ,169 ,298 ,8 ,209 ,0 ,247 ,1802 
2020-01-13,3535 ,668 ,2065 ,3110 ,88 ,432 ,6063 ,5533 ,301 ,1414 ,224 ,111 ,1122 ,171 ,113 ,53 ,341 ,118 ,371 ,131 ,146 ,9 ,168 ,2147 ,1700 ,23 ,247 ,10 ,371 ,2009 
2020-01-14,3653 ,739 ,2107 ,3297 ,101 ,455 ,5883 ,5598 ,270 ,1420 ,233 ,106 ,1093 ,176 ,110 ,47 ,316 ,116 ,312 ,120 ,128 ,132 ,161 ,1805 ,1386 ,23 ,236 ,10 ,362 ,1976 
2020-01-15,3719 ,770 ,2132 ,3350 ,103 ,480 ,5888 ,5640 ,336 ,1429 ,235 ,112 ,1117 ,180 ,111 ,48 ,358 ,122 ,791 ,124 ,121 ,91 ,163 ,1668 ,1298 ,23 ,587 ,10 ,362 ,2002 
2020-01-16,3737 ,785 ,2162 ,3409 ,111 ,489 ,5889 ,5668 ,546 ,1458 ,244 ,114 ,1131 ,186 ,116 ,48 ,368 ,131 ,314 ,122 ,109 ,203 ,162 ,1679 ,1330 ,21 ,248 ,10 ,363 ,2021 
2020-01-17,4019 ,856 ,2277 ,3733 ,143 ,569 ,6204 ,5923 ,320 ,1594 ,268 ,123 ,1258 ,217 ,129 ,50 ,417 ,132 ,346 ,124 ,106 ,166 ,160 ,1828 ,1435 ,24 ,254 ,10 ,381 ,2119 
2020-01-18,4177 ,980 ,2465 ,4023 ,214 ,890 ,7222 ,5657 ,267 ,1793 ,405 ,164 ,1803 ,347 ,214 ,48 ,674 ,143 ,349 ,117 ,71 ,20 ,158 ,1283 ,1161 ,19 ,258 ,5 ,420 ,2167 
2020-01-19,3387 ,833 ,2150 ,3313 ,166 ,861 ,6583 ,5017 ,276 ,1399 ,337 ,116 ,1632 ,282 ,186 ,48 ,579 ,103 ,196 ,43 ,36 ,16 ,114 ,174 ,326 ,8 ,206 ,0 ,233 ,1801 
2020-01-20,3571 ,681 ,2075 ,3165 ,93 ,472 ,6130 ,5573 ,525 ,1616 ,218 ,109 ,1127 ,172 ,108 ,43 ,389 ,120 ,723 ,139 ,136 ,182 ,214 ,2184 ,1748 ,24 ,593 ,10 ,382 ,2052 
2020-01-21,3720 ,765 ,2169 ,3363 ,105 ,519 ,6315 ,5674 ,255 ,1723 ,231 ,112 ,1125 ,184 ,102 ,44 ,394 ,123 ,293 ,123 ,128 ,116 ,155 ,1859 ,1468 ,25 ,255 ,10 ,384 ,2087 
2020-01-22,3767 ,797 ,2163 ,3458 ,119 ,562 ,6651 ,5714 ,210 ,1985 ,239 ,111 ,1209 ,185 ,95 ,49 ,448 ,123 ,277 ,206 ,125 ,78 ,152 ,1797 ,1458 ,24 ,241 ,9 ,387 ,2093 
2020-01-23,4073 ,890 ,2429 ,3986 ,154 ,736 ,8795 ,5882 ,281 ,2937 ,304 ,147 ,1513 ,251 ,114 ,55 ,594 ,147 ,298 ,117 ,117 ,62 ,167 ,2083 ,1872 ,24 ,268 ,10 ,436 ,2557 
2020-01-24,2460 ,554 ,2141 ,3181 ,180 ,383 ,9220 ,5093 ,180 ,2991 ,305 ,102 ,1720 ,240 ,161 ,51 ,520 ,91 ,135 ,47 ,20 ,5 ,88 ,232 ,578 ,9 ,180 ,0 ,190 ,2193 
2020-01-25,1266 ,268 ,1715 ,2394 ,137 ,72 ,4005 ,5077 ,149 ,916 ,133 ,34 ,1486 ,130 ,155 ,39 ,151 ,33 ,105 ,10 ,11 ,1 ,30 ,109 ,205 ,8 ,99 ,0 ,119 ,1735 
2020-01-26,2587 ,638 ,2111 ,3373 ,183 ,821 ,4501 ,5050 ,217 ,1016 ,334 ,97 ,1893 ,255 ,202 ,44 ,306 ,81 ,141 ,22 ,19 ,2 ,88 ,156 ,356 ,8 ,177 ,0 ,179 ,1719 
2020-01-27,2664 ,693 ,1969 ,2904 ,145 ,763 ,5406 ,4475 ,253 ,801 ,275 ,106 ,1685 ,212 ,163 ,41 ,447 ,88 ,149 ,37 ,35 ,6 ,96 ,585 ,770 ,10 ,188 ,0 ,201 ,1535 
2020-01-28,3231 ,664 ,2052 ,3034 ,89 ,402 ,5667 ,5435 ,1167 ,1047 ,199 ,120 ,1161 ,174 ,96 ,41 ,346 ,129 ,1316 ,153 ,165 ,43 ,155 ,2228 ,2189 ,31 ,357 ,10 ,391 ,1874 
2020-01-29,3369 ,707 ,2046 ,3151 ,102 ,394 ,5476 ,5545 ,601 ,1139 ,195 ,112 ,1086 ,168 ,94 ,38 ,328 ,129 ,360 ,123 ,176 ,31 ,153 ,1743 ,1666 ,30 ,235 ,12 ,360 ,1842 
