일별,성별,연령대별,업종,카드이용건수(천건),Unnamed: 5,Unnamed: 6,Unnamed: 7
20190822,F,30대,M001_한식,337.2,,,
20190822,F,40대,M001_한식,407.5,,,
20190822,F,50대,M001_한식,310.0,,,
20190822,F,60대,M001_한식,112.3,,,
20190822,F,70대,M001_한식,30.7,,,
20190822,M,20대,M001_한식,435.8,,,
20190822,M,30대,M001_한식,520.8,,,
20190822,M,40대,M001_한식,570.8,,,
20190822,M,50대,M001_한식,464.6,,,
20190822,M,60대,M001_한식,198.7,,,
20190822,M,70대,M001_한식,65.8,,,
20190823,F,20대,M001_한식,398.4,,,
20190823,F,30대,M001_한식,381.6,,,
20190823,F,40대,M001_한식,454.2,,,
20190823,F,50대,M001_한식,335.6,,,
20190823,F,60대,M001_한식,118.3,,,
20190823,F,70대,M001_한식,32.8,,,
20190823,M,20대,M001_한식,476.1,,,
20190823,M,30대,M001_한식,583.6,,,
20190823,M,40대,M001_한식,631.5,,,
20190823,M,50대,M001_한식,506.3,,,
20190823,M,60대,M001_한식,214.7,,,
20190823,M,70대,M001_한식,71.3,,,
20190824,F,20대,M001_한식,394.2,,,
20190824,F,30대,M001_한식,390.0,,,
20190824,F,40대,M001_한식,493.3,,,
20190824,F,50대,M001_한식,351.6,,,
20190824,F,60대,M001_한식,124.6,,,
20190824,F,70대,M001_한식,33.7,,,
20190824,M,20대,M001_한식,507.6,,,
20190824,M,30대,M001_한식,628.6,,,
20190824,M,40대,M001_한식,709.9,,,
20190824,M,50대,M001_한식,560.3,,,
20190824,M,60대,M001_한식,233.0,,,
20190824,M,70대,M001_한식,75.7,,,
20190825,F,20대,M001_한식,349.0,,,
20190825,F,30대,M001_한식,330.4,,,
20190825,F,40대,M001_한식,400.2,,,
20190825,F,50대,M001_한식,303.2,,,
20190825,F,60대,M001_한식,110.0,,,
20190825,F,70대,M001_한식,29.2,,,
20190825,M,20대,M001_한식,460.8,,,
20190825,M,30대,M001_한식,555.1,,,
20190825,M,40대,M001_한식,608.7,,,
20190825,M,50대,M001_한식,494.5,,,
20190825,M,60대,M001_한식,210.0,,,
20190825,M,70대,M001_한식,65.7,,,
20190826,F,20대,M001_한식,373.8,,,
20190826,F,30대,M001_한식,328.1,,,
20190826,F,40대,M001_한식,383.6,,,
20190826,F,50대,M001_한식,298.7,,,
20190826,F,60대,M001_한식,108.9,,,
20190826,F,70대,M001_한식,31.0,,,
20190826,M,20대,M001_한식,449.7,,,
20190826,M,30대,M001_한식,506.7,,,
20190826,M,40대,M001_한식,534.4,,,
20190826,M,50대,M001_한식,441.2,,,
20190826,M,60대,M001_한식,191.5,,,
20190826,M,70대,M001_한식,66.3,,,
20190827,F,20대,M001_한식,375.8,,,
20190827,F,30대,M001_한식,330.8,,,
20190827,F,40대,M001_한식,401.1,,,
20190827,F,50대,M001_한식,311.7,,,
20190827,F,60대,M001_한식,113.9,,,
20190827,F,70대,M001_한식,32.5,,,
20190827,M,20대,M001_한식,443.1,,,
20190827,M,30대,M001_한식,512.5,,,
20190827,M,40대,M001_한식,552.7,,,
20190827,M,50대,M001_한식,459.0,,,
20190827,M,60대,M001_한식,197.5,,,
20190827,M,70대,M001_한식,68.1,,,
20190828,F,20대,M001_한식,384.6,,,
20190828,F,30대,M001_한식,344.4,,,
20190828,F,40대,M001_한식,413.7,,,
20190828,F,50대,M001_한식,319.3,,,
20190828,F,60대,M001_한식,113.9,,,
20190828,F,70대,M001_한식,32.7,,,
20190828,M,20대,M001_한식,454.4,,,
20190828,M,30대,M001_한식,531.5,,,
20190828,M,40대,M001_한식,572.3,,,
20190828,M,50대,M001_한식,472.6,,,
20190828,M,60대,M001_한식,202.7,,,
20190828,M,70대,M001_한식,67.9,,,
20190829,F,20대,M001_한식,366.9,,,
20190829,F,30대,M001_한식,331.6,,,
20190829,F,40대,M001_한식,402.8,,,
20190829,F,50대,M001_한식,308.4,,,
20190829,F,60대,M001_한식,108.7,,,
20190829,F,70대,M001_한식,30.1,,,
20190829,M,20대,M001_한식,442.5,,,
20190829,M,30대,M001_한식,516.1,,,
20190829,M,40대,M001_한식,561.9,,,
20190829,M,50대,M001_한식,464.3,,,
20190829,M,60대,M001_한식,197.6,,,
20190829,M,70대,M001_한식,64.3,,,
20190830,F,20대,M001_한식,407.4,,,
20190830,F,30대,M001_한식,383.1,,,
20190830,F,40대,M001_한식,459.6,,,
20190830,F,50대,M001_한식,335.0,,,
20190830,F,60대,M001_한식,116.8,,,
20190830,F,70대,M001_한식,32.2,,,
20190830,M,20대,M001_한식,488.8,,,
20190830,M,30대,M001_한식,584.9,,,
20190830,M,40대,M001_한식,633.9,,,
20190830,M,50대,M001_한식,510.4,,,
20190830,M,60대,M001_한식,214.3,,,
20190830,M,70대,M001_한식,71.6,,,
20190831,F,20대,M001_한식,396.4,,,
20190831,F,30대,M001_한식,395.6,,,
20190831,F,40대,M001_한식,505.1,,,
20190831,F,50대,M001_한식,353.4,,,
20190831,F,60대,M001_한식,124.1,,,
20190831,F,70대,M001_한식,34.6,,,
20190831,M,20대,M001_한식,509.5,,,
20190831,M,30대,M001_한식,637.2,,,
20190831,M,40대,M001_한식,721.6,,,
20190831,M,50대,M001_한식,578.9,,,
20190831,M,60대,M001_한식,236.6,,,
20190831,M,70대,M001_한식,76.0,,,
20190901,F,20대,M001_한식,343.7,,,
20190901,F,30대,M001_한식,307.8,,,
20190901,F,40대,M001_한식,387.1,,,
20190901,F,50대,M001_한식,294.7,,,
20190901,F,60대,M001_한식,105.2,,,
20190901,F,70대,M001_한식,28.0,,,
20190901,M,20대,M001_한식,471.0,,,
20190901,M,30대,M001_한식,529.3,,,
20190901,M,40대,M001_한식,579.2,,,
20190901,M,50대,M001_한식,485.8,,,
20190901,M,60대,M001_한식,204.3,,,
20190901,M,70대,M001_한식,63.3,,,
20190902,F,20대,M001_한식,412.5,,,
20190902,F,30대,M001_한식,306.9,,,
20190902,F,40대,M001_한식,366.0,,,
20190902,F,50대,M001_한식,293.5,,,
20190902,F,60대,M001_한식,103.5,,,
20190902,F,70대,M001_한식,29.5,,,
20190902,M,20대,M001_한식,496.1,,,
20190902,M,30대,M001_한식,484.9,,,
20190902,M,40대,M001_한식,515.1,,,
20190902,M,50대,M001_한식,432.0,,,
20190902,M,60대,M001_한식,184.4,,,
20190902,M,70대,M001_한식,62.9,,,
20190903,F,20대,M001_한식,418.9,,,
20190903,F,30대,M001_한식,315.4,,,
20190903,F,40대,M001_한식,389.7,,,
20190903,F,50대,M001_한식,303.7,,,
20190903,F,60대,M001_한식,109.0,,,
20190903,F,70대,M001_한식,31.0,,,
20190903,M,20대,M001_한식,493.0,,,
20190903,M,30대,M001_한식,488.5,,,
20190903,M,40대,M001_한식,535.9,,,
20190903,M,50대,M001_한식,450.3,,,
20190903,M,60대,M001_한식,192.0,,,
20190903,M,70대,M001_한식,65.3,,,
20190904,F,20대,M001_한식,408.0,,,
20190904,F,30대,M001_한식,306.4,,,
20190904,F,40대,M001_한식,381.2,,,
20190904,F,50대,M001_한식,291.1,,,
20190904,F,60대,M001_한식,100.3,,,
20190904,F,70대,M001_한식,27.6,,,
20190904,M,20대,M001_한식,486.5,,,
20190904,M,30대,M001_한식,489.0,,,
20190904,M,40대,M001_한식,533.7,,,
20190904,M,50대,M001_한식,444.6,,,
20190904,M,60대,M001_한식,184.8,,,
20190904,M,70대,M001_한식,60.2,,,
20190905,F,20대,M001_한식,407.8,,,
20190905,F,30대,M001_한식,311.6,,,
20190905,F,40대,M001_한식,382.5,,,
20190905,F,50대,M001_한식,290.0,,,
20190905,F,60대,M001_한식,99.8,,,
20190905,F,70대,M001_한식,27.6,,,
20190905,M,20대,M001_한식,478.2,,,
20190905,M,30대,M001_한식,487.3,,,
20190905,M,40대,M001_한식,535.6,,,
20190905,M,50대,M001_한식,444.6,,,
20190905,M,60대,M001_한식,185.2,,,
20190905,M,70대,M001_한식,59.7,,,
20190906,F,20대,M001_한식,419.4,,,
20190906,F,30대,M001_한식,347.8,,,
20190906,F,40대,M001_한식,421.3,,,
20190906,F,50대,M001_한식,307.6,,,
20190906,F,60대,M001_한식,107.0,,,
20190906,F,70대,M001_한식,28.7,,,
20190906,M,20대,M001_한식,501.9,,,
20190906,M,30대,M001_한식,541.9,,,
20190906,M,40대,M001_한식,589.2,,,
20190906,M,50대,M001_한식,476.7,,,
20190906,M,60대,M001_한식,192.6,,,
20190906,M,70대,M001_한식,60.8,,,
20190907,F,20대,M001_한식,294.6,,,
20190907,F,30대,M001_한식,260.6,,,
20190907,F,40대,M001_한식,348.9,,,
20190907,F,50대,M001_한식,250.0,,,
20190907,F,60대,M001_한식,82.1,,,
20190907,F,70대,M001_한식,19.9,,,
20190907,M,20대,M001_한식,438.9,,,
20190907,M,30대,M001_한식,486.9,,,
20190907,M,40대,M001_한식,544.8,,,
20190907,M,50대,M001_한식,444.1,,,
20190907,M,60대,M001_한식,170.1,,,
20190907,M,70대,M001_한식,46.8,,,
20190908,F,20대,M001_한식,343.2,,,
20190908,F,30대,M001_한식,300.5,,,
20190908,F,40대,M001_한식,383.1,,,
20190908,F,50대,M001_한식,282.7,,,
20190908,F,60대,M001_한식,100.5,,,
20190908,F,70대,M001_한식,26.8,,,
20190908,M,20대,M001_한식,477.3,,,
20190908,M,30대,M001_한식,526.7,,,
20190908,M,40대,M001_한식,579.3,,,
20190908,M,50대,M001_한식,473.3,,,
20190908,M,60대,M001_한식,195.8,,,
20190908,M,70대,M001_한식,61.5,,,
20190909,F,20대,M001_한식,416.7,,,
20190909,F,30대,M001_한식,310.5,,,
20190909,F,40대,M001_한식,374.8,,,
20190909,F,50대,M001_한식,289.3,,,
20190909,F,60대,M001_한식,101.6,,,
20190909,F,70대,M001_한식,29.2,,,
20190909,M,20대,M001_한식,493.6,,,
20190909,M,30대,M001_한식,489.9,,,
20190909,M,40대,M001_한식,526.2,,,
20190909,M,50대,M001_한식,436.8,,,
20190909,M,60대,M001_한식,185.3,,,
20190909,M,70대,M001_한식,62.8,,,
20190910,F,20대,M001_한식,427.4,,,
20190910,F,30대,M001_한식,320.0,,,
20190910,F,40대,M001_한식,389.9,,,
20190910,F,50대,M001_한식,291.0,,,
20190910,F,60대,M001_한식,99.4,,,
20190910,F,70대,M001_한식,27.3,,,
20190910,M,20대,M001_한식,501.9,,,
20190910,M,30대,M001_한식,503.6,,,
20190910,M,40대,M001_한식,552.6,,,
20190910,M,50대,M001_한식,457.3,,,
20190910,M,60대,M001_한식,188.3,,,
20190910,M,70대,M001_한식,59.2,,,
20190911,F,20대,M001_한식,449.0,,,
20190911,F,30대,M001_한식,361.7,,,
20190911,F,40대,M001_한식,442.8,,,
20190911,F,50대,M001_한식,312.5,,,
20190911,F,60대,M001_한식,103.2,,,
20190911,F,70대,M001_한식,28.0,,,
20190911,M,20대,M001_한식,543.3,,,
20190911,M,30대,M001_한식,580.0,,,
20190911,M,40대,M001_한식,636.8,,,
20190911,M,50대,M001_한식,511.0,,,
20190911,M,60대,M001_한식,200.0,,,
20190911,M,70대,M001_한식,61.1,,,
20190912,F,20대,M001_한식,237.3,,,
20190912,F,30대,M001_한식,195.1,,,
20190912,F,40대,M001_한식,252.3,,,
20190912,F,50대,M001_한식,193.5,,,
20190912,F,60대,M001_한식,63.3,,,
20190912,F,70대,M001_한식,16.7,,,
20190912,M,20대,M001_한식,362.8,,,
20190912,M,30대,M001_한식,390.9,,,
20190912,M,40대,M001_한식,413.7,,,
20190912,M,50대,M001_한식,346.7,,,
20190912,M,60대,M001_한식,130.4,,,
20190912,M,70대,M001_한식,35.3,,,
20190913,F,20대,M001_한식,149.1,,,
20190913,F,30대,M001_한식,127.4,,,
20190913,F,40대,M001_한식,142.7,,,
20190913,F,50대,M001_한식,112.8,,,
20190913,F,60대,M001_한식,37.6,,,
20190913,F,70대,M001_한식,9.6,,,
20190913,M,20대,M001_한식,224.8,,,
20190913,M,30대,M001_한식,240.6,,,
20190913,M,40대,M001_한식,230.9,,,
20190913,M,50대,M001_한식,190.7,,,
20190913,M,60대,M001_한식,72.9,,,
20190913,M,70대,M001_한식,17.1,,,
20190914,F,20대,M001_한식,277.5,,,
20190914,F,30대,M001_한식,234.1,,,
20190914,F,40대,M001_한식,290.3,,,
20190914,F,50대,M001_한식,216.1,,,
20190914,F,60대,M001_한식,75.0,,,
20190914,F,70대,M001_한식,19.0,,,
20190914,M,20대,M001_한식,401.7,,,
20190914,M,30대,M001_한식,427.3,,,
20190914,M,40대,M001_한식,457.8,,,
20190914,M,50대,M001_한식,377.3,,,
20190914,M,60대,M001_한식,150.8,,,
20190914,M,70대,M001_한식,40.6,,,
20190915,F,20대,M001_한식,314.4,,,
20190915,F,30대,M001_한식,261.2,,,
20190915,F,40대,M001_한식,315.6,,,
20190915,F,50대,M001_한식,233.6,,,
20190915,F,60대,M001_한식,83.8,,,
20190915,F,70대,M001_한식,21.2,,,
20190915,M,20대,M001_한식,448.4,,,
20190915,M,30대,M001_한식,464.3,,,
20190915,M,40대,M001_한식,493.6,,,
20190915,M,50대,M001_한식,397.3,,,
20190915,M,60대,M001_한식,162.1,,,
20190915,M,70대,M001_한식,49.1,,,
20190916,F,20대,M001_한식,417.4,,,
20190916,F,30대,M001_한식,301.4,,,
20190916,F,40대,M001_한식,350.7,,,
20190916,F,50대,M001_한식,268.6,,,
20190916,F,60대,M001_한식,93.5,,,
20190916,F,70대,M001_한식,26.9,,,
20190916,M,20대,M001_한식,502.8,,,
20190916,M,30대,M001_한식,486.9,,,
20190916,M,40대,M001_한식,506.5,,,
20190916,M,50대,M001_한식,415.2,,,
20190916,M,60대,M001_한식,174.4,,,
20190916,M,70대,M001_한식,58.8,,,
20190917,F,20대,M001_한식,427.5,,,
20190917,F,30대,M001_한식,309.6,,,
20190917,F,40대,M001_한식,371.7,,,
20190917,F,50대,M001_한식,287.1,,,
20190917,F,60대,M001_한식,102.0,,,
20190917,F,70대,M001_한식,28.7,,,
20190917,M,20대,M001_한식,499.5,,,
20190917,M,30대,M001_한식,484.6,,,
20190917,M,40대,M001_한식,519.9,,,
20190917,M,50대,M001_한식,431.7,,,
20190917,M,60대,M001_한식,184.1,,,
20190917,M,70대,M001_한식,62.4,,,
20190918,F,20대,M001_한식,432.8,,,
20190918,F,30대,M001_한식,325.0,,,
20190918,F,40대,M001_한식,387.8,,,
20190918,F,50대,M001_한식,297.7,,,
20190918,F,60대,M001_한식,106.0,,,
20190918,F,70대,M001_한식,29.7,,,
20190918,M,20대,M001_한식,507.1,,,
20190918,M,30대,M001_한식,502.7,,,
20190918,M,40대,M001_한식,540.8,,,
20190918,M,50대,M001_한식,448.8,,,
20190918,M,60대,M001_한식,190.3,,,
20190918,M,70대,M001_한식,64.8,,,
20190919,F,20대,M001_한식,433.2,,,
20190919,F,30대,M001_한식,328.9,,,
20190919,F,40대,M001_한식,399.3,,,
20190919,F,50대,M001_한식,302.8,,,
20190919,F,60대,M001_한식,108.4,,,
20190919,F,70대,M001_한식,30.3,,,
20190919,M,20대,M001_한식,509.8,,,
20190919,M,30대,M001_한식,510.9,,,
20190919,M,40대,M001_한식,547.0,,,
20190919,M,50대,M001_한식,452.9,,,
20190919,M,60대,M001_한식,191.1,,,
20190919,M,70대,M001_한식,64.7,,,
20190920,F,20대,M001_한식,436.5,,,
20190920,F,30대,M001_한식,361.5,,,
20190920,F,40대,M001_한식,438.6,,,
20190920,F,50대,M001_한식,318.0,,,
20190920,F,60대,M001_한식,112.8,,,
20190920,F,70대,M001_한식,30.4,,,
20190920,M,20대,M001_한식,525.7,,,
20190920,M,30대,M001_한식,561.5,,,
20190920,M,40대,M001_한식,610.6,,,
20190920,M,50대,M001_한식,491.7,,,
20190920,M,60대,M001_한식,203.7,,,
20190920,M,70대,M001_한식,66.3,,,
20190921,F,20대,M001_한식,387.6,,,
20190921,F,30대,M001_한식,341.3,,,
20190921,F,40대,M001_한식,445.3,,,
20190921,F,50대,M001_한식,311.6,,,
20190921,F,60대,M001_한식,107.1,,,
20190921,F,70대,M001_한식,28.9,,,
20190921,M,20대,M001_한식,511.4,,,
20190921,M,30대,M001_한식,570.1,,,
20190921,M,40대,M001_한식,643.3,,,
20190921,M,50대,M001_한식,510.1,,,
20190921,M,60대,M001_한식,203.7,,,
20190921,M,70대,M001_한식,63.1,,,
20190922,F,20대,M001_한식,300.9,,,
20190922,F,30대,M001_한식,238.2,,,
20190922,F,40대,M001_한식,307.2,,,
20190922,F,50대,M001_한식,228.6,,,
20190922,F,60대,M001_한식,79.1,,,
20190922,F,70대,M001_한식,20.6,,,
20190922,M,20대,M001_한식,432.3,,,
20190922,M,30대,M001_한식,436.3,,,
20190922,M,40대,M001_한식,463.8,,,
20190922,M,50대,M001_한식,385.0,,,
20190922,M,60대,M001_한식,154.8,,,
20190922,M,70대,M001_한식,45.8,,,
20190923,F,20대,M001_한식,415.5,,,
20190923,F,30대,M001_한식,314.8,,,
20190923,F,40대,M001_한식,378.2,,,
20190923,F,50대,M001_한식,294.0,,,
20190923,F,60대,M001_한식,107.9,,,
20190923,F,70대,M001_한식,31.0,,,
20190923,M,20대,M001_한식,492.4,,,
20190923,M,30대,M001_한식,499.1,,,
20190923,M,40대,M001_한식,525.6,,,
20190923,M,50대,M001_한식,435.6,,,
20190923,M,60대,M001_한식,186.2,,,
20190923,M,70대,M001_한식,63.6,,,
20190924,F,20대,M001_한식,422.9,,,
20190924,F,30대,M001_한식,329.5,,,
20190924,F,40대,M001_한식,408.2,,,
20190924,F,50대,M001_한식,315.7,,,
20190924,F,60대,M001_한식,113.9,,,
20190924,F,70대,M001_한식,32.1,,,
20190924,M,20대,M001_한식,496.9,,,
20190924,M,30대,M001_한식,509.7,,,
20190924,M,40대,M001_한식,554.0,,,
20190924,M,50대,M001_한식,456.4,,,
20190924,M,60대,M001_한식,196.0,,,
20190924,M,70대,M001_한식,67.5,,,
20190925,F,20대,M001_한식,432.6,,,
20190925,F,30대,M001_한식,345.6,,,
20190925,F,40대,M001_한식,420.5,,,
20190925,F,50대,M001_한식,319.5,,,
20190925,F,60대,M001_한식,114.0,,,
20190925,F,70대,M001_한식,31.1,,,
20190925,M,20대,M001_한식,501.3,,,
20190925,M,30대,M001_한식,523.9,,,
20190925,M,40대,M001_한식,569.0,,,
20190925,M,50대,M001_한식,467.0,,,
20190925,M,60대,M001_한식,198.6,,,
20190925,M,70대,M001_한식,67.8,,,
20190926,F,20대,M001_한식,433.0,,,
20190926,F,30대,M001_한식,340.4,,,
20190926,F,40대,M001_한식,418.1,,,
20190926,F,50대,M001_한식,317.2,,,
20190926,F,60대,M001_한식,112.9,,,
20190926,F,70대,M001_한식,31.3,,,
20190926,M,20대,M001_한식,499.6,,,
20190926,M,30대,M001_한식,520.9,,,
20190926,M,40대,M001_한식,568.8,,,
20190926,M,50대,M001_한식,468.7,,,
20190926,M,60대,M001_한식,199.3,,,
20190926,M,70대,M001_한식,67.1,,,
20190927,F,20대,M001_한식,428.2,,,
20190927,F,30대,M001_한식,371.1,,,
20190927,F,40대,M001_한식,451.0,,,
20190927,F,50대,M001_한식,325.8,,,
20190927,F,60대,M001_한식,113.7,,,
20190927,F,70대,M001_한식,31.5,,,
20190927,M,20대,M001_한식,514.6,,,
20190927,M,30대,M001_한식,570.2,,,
20190927,M,40대,M001_한식,626.9,,,
20190927,M,50대,M001_한식,501.3,,,
20190927,M,60대,M001_한식,205.4,,,
20190927,M,70대,M001_한식,68.8,,,
20190928,F,20대,M001_한식,395.4,,,
20190928,F,30대,M001_한식,377.4,,,
20190928,F,40대,M001_한식,487.4,,,
20190928,F,50대,M001_한식,336.8,,,
20190928,F,60대,M001_한식,119.0,,,
20190928,F,70대,M001_한식,32.1,,,
20190928,M,20대,M001_한식,517.0,,,
20190928,M,30대,M001_한식,616.4,,,
20190928,M,40대,M001_한식,702.5,,,
20190928,M,50대,M001_한식,545.6,,,
20190928,M,60대,M001_한식,217.3,,,
20190928,M,70대,M001_한식,70.2,,,
20190929,F,20대,M001_한식,349.2,,,
20190929,F,30대,M001_한식,317.2,,,
20190929,F,40대,M001_한식,394.5,,,
20190929,F,50대,M001_한식,292.1,,,
20190929,F,60대,M001_한식,105.8,,,
20190929,F,70대,M001_한식,27.6,,,
20190929,M,20대,M001_한식,475.4,,,
20190929,M,30대,M001_한식,542.9,,,
20190929,M,40대,M001_한식,590.3,,,
20190929,M,50대,M001_한식,475.5,,,
20190929,M,60대,M001_한식,200.9,,,
20190929,M,70대,M001_한식,61.7,,,
20190930,F,20대,M001_한식,415.0,,,
20190930,F,30대,M001_한식,322.5,,,
20190930,F,40대,M001_한식,391.7,,,
20190930,F,50대,M001_한식,304.4,,,
20190930,F,60대,M001_한식,107.8,,,
20190930,F,70대,M001_한식,31.7,,,
20190930,M,20대,M001_한식,495.9,,,
20190930,M,30대,M001_한식,503.8,,,
20190930,M,40대,M001_한식,541.4,,,
20190930,M,50대,M001_한식,445.7,,,
20190930,M,60대,M001_한식,190.1,,,
20190930,M,70대,M001_한식,65.4,,,
20191001,F,20대,M001_한식,428.4,,,
20191001,F,30대,M001_한식,326.4,,,
20191001,F,40대,M001_한식,405.8,,,
20191001,F,50대,M001_한식,308.7,,,
20191001,F,60대,M001_한식,109.2,,,
20191001,F,70대,M001_한식,30.7,,,
20191001,M,20대,M001_한식,510.6,,,
20191001,M,30대,M001_한식,508.2,,,
20191001,M,40대,M001_한식,555.7,,,
20191001,M,50대,M001_한식,462.4,,,
20191001,M,60대,M001_한식,192.4,,,
20191001,M,70대,M001_한식,65.5,,,
20191002,F,20대,M001_한식,422.2,,,
20191002,F,30대,M001_한식,320.5,,,
20191002,F,40대,M001_한식,400.6,,,
20191002,F,50대,M001_한식,294.6,,,
20191002,F,60대,M001_한식,99.7,,,
20191002,F,70대,M001_한식,27.5,,,
20191002,M,20대,M001_한식,505.2,,,
20191002,M,30대,M001_한식,512.3,,,
20191002,M,40대,M001_한식,564.2,,,
20191002,M,50대,M001_한식,460.0,,,
20191002,M,60대,M001_한식,185.2,,,
20191002,M,70대,M001_한식,58.0,,,
20191003,F,20대,M001_한식,375.0,,,
20191003,F,30대,M001_한식,337.0,,,
20191003,F,40대,M001_한식,431.9,,,
20191003,F,50대,M001_한식,317.7,,,
20191003,F,60대,M001_한식,117.2,,,
20191003,F,70대,M001_한식,31.4,,,
20191003,M,20대,M001_한식,495.9,,,
20191003,M,30대,M001_한식,557.4,,,
20191003,M,40대,M001_한식,640.9,,,
20191003,M,50대,M001_한식,514.4,,,
20191003,M,60대,M001_한식,218.4,,,
20191003,M,70대,M001_한식,73.4,,,
20191004,F,20대,M001_한식,434.8,,,
20191004,F,30대,M001_한식,382.7,,,
20191004,F,40대,M001_한식,478.0,,,
20191004,F,50대,M001_한식,338.0,,,
20191004,F,60대,M001_한식,118.0,,,
20191004,F,70대,M001_한식,32.2,,,
20191004,M,20대,M001_한식,524.3,,,
20191004,M,30대,M001_한식,583.5,,,
20191004,M,40대,M001_한식,651.1,,,
20191004,M,50대,M001_한식,510.7,,,
20191004,M,60대,M001_한식,208.2,,,
20191004,M,70대,M001_한식,69.1,,,
20191005,F,20대,M001_한식,404.2,,,
20191005,F,30대,M001_한식,369.5,,,
20191005,F,40대,M001_한식,480.6,,,
20191005,F,50대,M001_한식,338.5,,,
20191005,F,60대,M001_한식,119.8,,,
20191005,F,70대,M001_한식,32.2,,,
20191005,M,20대,M001_한식,520.4,,,
20191005,M,30대,M001_한식,604.1,,,
20191005,M,40대,M001_한식,697.1,,,
20191005,M,50대,M001_한식,545.4,,,
20191005,M,60대,M001_한식,221.1,,,
20191005,M,70대,M001_한식,70.3,,,
20191006,F,20대,M001_한식,352.0,,,
20191006,F,30대,M001_한식,313.7,,,
20191006,F,40대,M001_한식,388.8,,,
20191006,F,50대,M001_한식,293.9,,,
20191006,F,60대,M001_한식,107.7,,,
20191006,F,70대,M001_한식,27.5,,,
20191006,M,20대,M001_한식,484.6,,,
20191006,M,30대,M001_한식,531.2,,,
20191006,M,40대,M001_한식,583.8,,,
20191006,M,50대,M001_한식,473.5,,,
20191006,M,60대,M001_한식,197.6,,,
20191006,M,70대,M001_한식,63.7,,,
20191007,F,20대,M001_한식,405.3,,,
20191007,F,30대,M001_한식,298.5,,,
20191007,F,40대,M001_한식,373.1,,,
20191007,F,50대,M001_한식,289.7,,,
20191007,F,60대,M001_한식,101.3,,,
20191007,F,70대,M001_한식,27.6,,,
20191007,M,20대,M001_한식,484.5,,,
20191007,M,30대,M001_한식,475.5,,,
20191007,M,40대,M001_한식,511.7,,,
20191007,M,50대,M001_한식,428.8,,,
20191007,M,60대,M001_한식,181.4,,,
20191007,M,70대,M001_한식,58.8,,,
20191008,F,20대,M001_한식,460.3,,,
20191008,F,30대,M001_한식,359.4,,,
20191008,F,40대,M001_한식,444.4,,,
20191008,F,50대,M001_한식,331.5,,,
20191008,F,60대,M001_한식,117.6,,,
20191008,F,70대,M001_한식,33.5,,,
20191008,M,20대,M001_한식,538.2,,,
20191008,M,30대,M001_한식,556.0,,,
20191008,M,40대,M001_한식,602.5,,,
20191008,M,50대,M001_한식,490.6,,,
20191008,M,60대,M001_한식,204.6,,,
20191008,M,70대,M001_한식,68.7,,,
20191009,F,20대,M001_한식,406.1,,,
20191009,F,30대,M001_한식,355.6,,,
20191009,F,40대,M001_한식,453.6,,,
20191009,F,50대,M001_한식,335.4,,,
20191009,F,60대,M001_한식,122.4,,,
20191009,F,70대,M001_한식,34.5,,,
20191009,M,20대,M001_한식,523.4,,,
20191009,M,30대,M001_한식,578.1,,,
20191009,M,40대,M001_한식,648.1,,,
20191009,M,50대,M001_한식,523.2,,,
20191009,M,60대,M001_한식,220.0,,,
20191009,M,70대,M001_한식,75.1,,,
20191010,F,20대,M001_한식,442.5,,,
20191010,F,30대,M001_한식,335.3,,,
20191010,F,40대,M001_한식,410.8,,,
20191010,F,50대,M001_한식,312.3,,,
20191010,F,60대,M001_한식,110.5,,,
20191010,F,70대,M001_한식,30.7,,,
20191010,M,20대,M001_한식,515.8,,,
20191010,M,30대,M001_한식,506.6,,,
20191010,M,40대,M001_한식,544.6,,,
20191010,M,50대,M001_한식,456.7,,,
20191010,M,60대,M001_한식,193.0,,,
20191010,M,70대,M001_한식,66.4,,,
20191011,F,20대,M001_한식,448.3,,,
20191011,F,30대,M001_한식,367.1,,,
20191011,F,40대,M001_한식,454.7,,,
20191011,F,50대,M001_한식,331.6,,,
20191011,F,60대,M001_한식,116.9,,,
20191011,F,70대,M001_한식,32.8,,,
20191011,M,20대,M001_한식,535.9,,,
20191011,M,30대,M001_한식,565.8,,,
20191011,M,40대,M001_한식,615.3,,,
20191011,M,50대,M001_한식,502.2,,,
20191011,M,60대,M001_한식,205.5,,,
20191011,M,70대,M001_한식,67.3,,,
20191012,F,20대,M001_한식,412.5,,,
20191012,F,30대,M001_한식,377.7,,,
20191012,F,40대,M001_한식,485.8,,,
20191012,F,50대,M001_한식,340.4,,,
20191012,F,60대,M001_한식,118.9,,,
20191012,F,70대,M001_한식,32.8,,,
20191012,M,20대,M001_한식,540.4,,,
20191012,M,30대,M001_한식,617.1,,,
20191012,M,40대,M001_한식,697.7,,,
20191012,M,50대,M001_한식,545.7,,,
20191012,M,60대,M001_한식,219.6,,,
20191012,M,70대,M001_한식,70.3,,,
20191013,F,20대,M001_한식,365.7,,,
20191013,F,30대,M001_한식,317.7,,,
20191013,F,40대,M001_한식,395.4,,,
20191013,F,50대,M001_한식,300.2,,,
20191013,F,60대,M001_한식,107.7,,,
20191013,F,70대,M001_한식,27.6,,,
20191013,M,20대,M001_한식,501.0,,,
20191013,M,30대,M001_한식,546.6,,,
20191013,M,40대,M001_한식,593.4,,,
20191013,M,50대,M001_한식,480.7,,,
20191013,M,60대,M001_한식,203.6,,,
