일별,성별,연령대별,업종,카드이용건수(천건),Unnamed: 5,Unnamed: 6,Unnamed: 7
20190525,M,50대,M003_제과/커피/패스트푸드,170.2,,,
20190525,M,60대,M003_제과/커피/패스트푸드,50.7,,,
20190525,M,70대,M003_제과/커피/패스트푸드,15.1,,,
20190526,F,20대,M003_제과/커피/패스트푸드,389.8,,,
20190526,F,30대,M003_제과/커피/패스트푸드,316.6,,,
20190526,F,40대,M003_제과/커피/패스트푸드,297.3,,,
20190526,F,50대,M003_제과/커피/패스트푸드,170.9,,,
20190526,F,60대,M003_제과/커피/패스트푸드,46.4,,,
20190526,F,70대,M003_제과/커피/패스트푸드,11.5,,,
20190526,M,20대,M003_제과/커피/패스트푸드,347.9,,,
20190526,M,30대,M003_제과/커피/패스트푸드,365.7,,,
20190526,M,40대,M003_제과/커피/패스트푸드,290.0,,,
20190526,M,50대,M003_제과/커피/패스트푸드,158.7,,,
20190526,M,60대,M003_제과/커피/패스트푸드,46.2,,,
20190526,M,70대,M003_제과/커피/패스트푸드,13.7,,,
20190527,F,20대,M003_제과/커피/패스트푸드,332.5,,,
20190527,F,30대,M003_제과/커피/패스트푸드,272.1,,,
20190527,F,40대,M003_제과/커피/패스트푸드,246.7,,,
20190527,F,50대,M003_제과/커피/패스트푸드,155.0,,,
20190527,F,60대,M003_제과/커피/패스트푸드,49.8,,,
20190527,F,70대,M003_제과/커피/패스트푸드,12.5,,,
20190527,M,20대,M003_제과/커피/패스트푸드,261.6,,,
20190527,M,30대,M003_제과/커피/패스트푸드,253.9,,,
20190527,M,40대,M003_제과/커피/패스트푸드,199.7,,,
20190527,M,50대,M003_제과/커피/패스트푸드,122.0,,,
20190527,M,60대,M003_제과/커피/패스트푸드,42.1,,,
20190527,M,70대,M003_제과/커피/패스트푸드,14.2,,,
20190528,F,20대,M003_제과/커피/패스트푸드,382.2,,,
20190528,F,30대,M003_제과/커피/패스트푸드,321.9,,,
20190528,F,40대,M003_제과/커피/패스트푸드,284.0,,,
20190528,F,50대,M003_제과/커피/패스트푸드,170.5,,,
20190528,F,60대,M003_제과/커피/패스트푸드,53.8,,,
20190528,F,70대,M003_제과/커피/패스트푸드,13.6,,,
20190528,M,20대,M003_제과/커피/패스트푸드,280.8,,,
20190528,M,30대,M003_제과/커피/패스트푸드,285.0,,,
20190528,M,40대,M003_제과/커피/패스트푸드,220.4,,,
20190528,M,50대,M003_제과/커피/패스트푸드,133.1,,,
20190528,M,60대,M003_제과/커피/패스트푸드,44.5,,,
20190528,M,70대,M003_제과/커피/패스트푸드,16.1,,,
20190529,F,20대,M003_제과/커피/패스트푸드,383.4,,,
20190529,F,30대,M003_제과/커피/패스트푸드,322.8,,,
20190529,F,40대,M003_제과/커피/패스트푸드,287.3,,,
20190529,F,50대,M003_제과/커피/패스트푸드,172.4,,,
20190529,F,60대,M003_제과/커피/패스트푸드,53.0,,,
20190529,F,70대,M003_제과/커피/패스트푸드,13.6,,,
20190529,M,20대,M003_제과/커피/패스트푸드,282.1,,,
20190529,M,30대,M003_제과/커피/패스트푸드,285.8,,,
20190529,M,40대,M003_제과/커피/패스트푸드,222.7,,,
20190529,M,50대,M003_제과/커피/패스트푸드,131.8,,,
20190529,M,60대,M003_제과/커피/패스트푸드,43.9,,,
20190529,M,70대,M003_제과/커피/패스트푸드,15.2,,,
20190530,F,20대,M003_제과/커피/패스트푸드,368.6,,,
20190530,F,30대,M003_제과/커피/패스트푸드,317.0,,,
20190530,F,40대,M003_제과/커피/패스트푸드,281.6,,,
20190530,F,50대,M003_제과/커피/패스트푸드,168.1,,,
20190530,F,60대,M003_제과/커피/패스트푸드,53.0,,,
20190530,F,70대,M003_제과/커피/패스트푸드,12.8,,,
20190530,M,20대,M003_제과/커피/패스트푸드,274.1,,,
20190530,M,30대,M003_제과/커피/패스트푸드,283.3,,,
20190530,M,40대,M003_제과/커피/패스트푸드,220.1,,,
20190530,M,50대,M003_제과/커피/패스트푸드,132.1,,,
20190530,M,60대,M003_제과/커피/패스트푸드,44.4,,,
20190530,M,70대,M003_제과/커피/패스트푸드,15.3,,,
20190531,F,20대,M003_제과/커피/패스트푸드,409.9,,,
20190531,F,30대,M003_제과/커피/패스트푸드,349.8,,,
20190531,F,40대,M003_제과/커피/패스트푸드,309.9,,,
20190531,F,50대,M003_제과/커피/패스트푸드,186.9,,,
20190531,F,60대,M003_제과/커피/패스트푸드,54.8,,,
20190531,F,70대,M003_제과/커피/패스트푸드,14.0,,,
20190531,M,20대,M003_제과/커피/패스트푸드,312.0,,,
20190531,M,30대,M003_제과/커피/패스트푸드,319.4,,,
20190531,M,40대,M003_제과/커피/패스트푸드,248.0,,,
20190531,M,50대,M003_제과/커피/패스트푸드,149.8,,,
20190531,M,60대,M003_제과/커피/패스트푸드,47.6,,,
20190531,M,70대,M003_제과/커피/패스트푸드,15.9,,,
20190601,F,20대,M003_제과/커피/패스트푸드,418.2,,,
20190601,F,30대,M003_제과/커피/패스트푸드,361.4,,,
20190601,F,40대,M003_제과/커피/패스트푸드,340.0,,,
20190601,F,50대,M003_제과/커피/패스트푸드,191.0,,,
20190601,F,60대,M003_제과/커피/패스트푸드,53.8,,,
20190601,F,70대,M003_제과/커피/패스트푸드,12.5,,,
20190601,M,20대,M003_제과/커피/패스트푸드,350.5,,,
20190601,M,30대,M003_제과/커피/패스트푸드,378.1,,,
20190601,M,40대,M003_제과/커피/패스트푸드,308.7,,,
20190601,M,50대,M003_제과/커피/패스트푸드,169.6,,,
20190601,M,60대,M003_제과/커피/패스트푸드,51.1,,,
20190601,M,70대,M003_제과/커피/패스트푸드,15.6,,,
20190602,F,20대,M003_제과/커피/패스트푸드,379.5,,,
20190602,F,30대,M003_제과/커피/패스트푸드,305.5,,,
20190602,F,40대,M003_제과/커피/패스트푸드,289.9,,,
20190602,F,50대,M003_제과/커피/패스트푸드,166.3,,,
20190602,F,60대,M003_제과/커피/패스트푸드,47.1,,,
20190602,F,70대,M003_제과/커피/패스트푸드,11.3,,,
20190602,M,20대,M003_제과/커피/패스트푸드,337.3,,,
20190602,M,30대,M003_제과/커피/패스트푸드,356.0,,,
20190602,M,40대,M003_제과/커피/패스트푸드,281.2,,,
20190602,M,50대,M003_제과/커피/패스트푸드,158.5,,,
20190602,M,60대,M003_제과/커피/패스트푸드,45.5,,,
20190602,M,70대,M003_제과/커피/패스트푸드,13.1,,,
20190603,F,20대,M003_제과/커피/패스트푸드,373.7,,,
20190603,F,30대,M003_제과/커피/패스트푸드,310.3,,,
20190603,F,40대,M003_제과/커피/패스트푸드,276.2,,,
20190603,F,50대,M003_제과/커피/패스트푸드,161.1,,,
20190603,F,60대,M003_제과/커피/패스트푸드,49.8,,,
20190603,F,70대,M003_제과/커피/패스트푸드,12.8,,,
20190603,M,20대,M003_제과/커피/패스트푸드,288.5,,,
20190603,M,30대,M003_제과/커피/패스트푸드,279.0,,,
20190603,M,40대,M003_제과/커피/패스트푸드,216.5,,,
20190603,M,50대,M003_제과/커피/패스트푸드,125.6,,,
20190603,M,60대,M003_제과/커피/패스트푸드,42.4,,,
20190603,M,70대,M003_제과/커피/패스트푸드,14.7,,,
20190604,F,20대,M003_제과/커피/패스트푸드,378.0,,,
20190604,F,30대,M003_제과/커피/패스트푸드,309.5,,,
20190604,F,40대,M003_제과/커피/패스트푸드,274.4,,,
20190604,F,50대,M003_제과/커피/패스트푸드,164.6,,,
20190604,F,60대,M003_제과/커피/패스트푸드,51.7,,,
20190604,F,70대,M003_제과/커피/패스트푸드,13.2,,,
20190604,M,20대,M003_제과/커피/패스트푸드,282.9,,,
20190604,M,30대,M003_제과/커피/패스트푸드,277.1,,,
20190604,M,40대,M003_제과/커피/패스트푸드,216.1,,,
20190604,M,50대,M003_제과/커피/패스트푸드,130.0,,,
20190604,M,60대,M003_제과/커피/패스트푸드,43.1,,,
20190604,M,70대,M003_제과/커피/패스트푸드,15.1,,,
20190605,F,20대,M003_제과/커피/패스트푸드,398.0,,,
20190605,F,30대,M003_제과/커피/패스트푸드,328.6,,,
20190605,F,40대,M003_제과/커피/패스트푸드,289.5,,,
20190605,F,50대,M003_제과/커피/패스트푸드,173.7,,,
20190605,F,60대,M003_제과/커피/패스트푸드,52.2,,,
20190605,F,70대,M003_제과/커피/패스트푸드,13.2,,,
20190605,M,20대,M003_제과/커피/패스트푸드,299.4,,,
20190605,M,30대,M003_제과/커피/패스트푸드,296.5,,,
20190605,M,40대,M003_제과/커피/패스트푸드,232.1,,,
20190605,M,50대,M003_제과/커피/패스트푸드,137.1,,,
20190605,M,60대,M003_제과/커피/패스트푸드,44.8,,,
20190605,M,70대,M003_제과/커피/패스트푸드,15.1,,,
20190606,F,20대,M003_제과/커피/패스트푸드,365.3,,,
20190606,F,30대,M003_제과/커피/패스트푸드,284.0,,,
20190606,F,40대,M003_제과/커피/패스트푸드,276.7,,,
20190606,F,50대,M003_제과/커피/패스트푸드,164.3,,,
20190606,F,60대,M003_제과/커피/패스트푸드,46.9,,,
20190606,F,70대,M003_제과/커피/패스트푸드,11.2,,,
20190606,M,20대,M003_제과/커피/패스트푸드,308.6,,,
20190606,M,30대,M003_제과/커피/패스트푸드,312.9,,,
20190606,M,40대,M003_제과/커피/패스트푸드,254.5,,,
20190606,M,50대,M003_제과/커피/패스트푸드,144.8,,,
20190606,M,60대,M003_제과/커피/패스트푸드,43.7,,,
20190606,M,70대,M003_제과/커피/패스트푸드,13.4,,,
20190607,F,20대,M003_제과/커피/패스트푸드,389.7,,,
20190607,F,30대,M003_제과/커피/패스트푸드,333.8,,,
20190607,F,40대,M003_제과/커피/패스트푸드,307.5,,,
20190607,F,50대,M003_제과/커피/패스트푸드,178.9,,,
20190607,F,60대,M003_제과/커피/패스트푸드,53.5,,,
20190607,F,70대,M003_제과/커피/패스트푸드,12.9,,,
20190607,M,20대,M003_제과/커피/패스트푸드,305.4,,,
20190607,M,30대,M003_제과/커피/패스트푸드,314.6,,,
20190607,M,40대,M003_제과/커피/패스트푸드,254.5,,,
20190607,M,50대,M003_제과/커피/패스트푸드,147.8,,,
20190607,M,60대,M003_제과/커피/패스트푸드,45.8,,,
20190607,M,70대,M003_제과/커피/패스트푸드,15.4,,,
20190608,F,20대,M003_제과/커피/패스트푸드,415.7,,,
20190608,F,30대,M003_제과/커피/패스트푸드,346.1,,,
20190608,F,40대,M003_제과/커피/패스트푸드,331.6,,,
20190608,F,50대,M003_제과/커피/패스트푸드,189.5,,,
20190608,F,60대,M003_제과/커피/패스트푸드,53.8,,,
20190608,F,70대,M003_제과/커피/패스트푸드,12.9,,,
20190608,M,20대,M003_제과/커피/패스트푸드,350.2,,,
20190608,M,30대,M003_제과/커피/패스트푸드,370.7,,,
20190608,M,40대,M003_제과/커피/패스트푸드,300.4,,,
20190608,M,50대,M003_제과/커피/패스트푸드,169.7,,,
20190608,M,60대,M003_제과/커피/패스트푸드,50.5,,,
20190608,M,70대,M003_제과/커피/패스트푸드,15.0,,,
20190609,F,20대,M003_제과/커피/패스트푸드,368.8,,,
20190609,F,30대,M003_제과/커피/패스트푸드,292.1,,,
20190609,F,40대,M003_제과/커피/패스트푸드,284.1,,,
20190609,F,50대,M003_제과/커피/패스트푸드,167.7,,,
20190609,F,60대,M003_제과/커피/패스트푸드,47.5,,,
20190609,F,70대,M003_제과/커피/패스트푸드,11.4,,,
20190609,M,20대,M003_제과/커피/패스트푸드,329.4,,,
20190609,M,30대,M003_제과/커피/패스트푸드,339.3,,,
20190609,M,40대,M003_제과/커피/패스트푸드,273.6,,,
20190609,M,50대,M003_제과/커피/패스트푸드,156.7,,,
20190609,M,60대,M003_제과/커피/패스트푸드,45.2,,,
20190609,M,70대,M003_제과/커피/패스트푸드,13.1,,,
20190610,F,20대,M003_제과/커피/패스트푸드,371.9,,,
20190610,F,30대,M003_제과/커피/패스트푸드,295.2,,,
20190610,F,40대,M003_제과/커피/패스트푸드,266.8,,,
20190610,F,50대,M003_제과/커피/패스트푸드,163.5,,,
20190610,F,60대,M003_제과/커피/패스트푸드,51.8,,,
20190610,F,70대,M003_제과/커피/패스트푸드,13.1,,,
20190610,M,20대,M003_제과/커피/패스트푸드,287.4,,,
20190610,M,30대,M003_제과/커피/패스트푸드,264.4,,,
20190610,M,40대,M003_제과/커피/패스트푸드,205.6,,,
20190610,M,50대,M003_제과/커피/패스트푸드,128.1,,,
20190610,M,60대,M003_제과/커피/패스트푸드,43.3,,,
20190610,M,70대,M003_제과/커피/패스트푸드,15.2,,,
20190611,F,20대,M003_제과/커피/패스트푸드,395.6,,,
20190611,F,30대,M003_제과/커피/패스트푸드,312.8,,,
20190611,F,40대,M003_제과/커피/패스트푸드,277.6,,,
20190611,F,50대,M003_제과/커피/패스트푸드,169.4,,,
20190611,F,60대,M003_제과/커피/패스트푸드,52.4,,,
20190611,F,70대,M003_제과/커피/패스트푸드,13.3,,,
20190611,M,20대,M003_제과/커피/패스트푸드,290.5,,,
20190611,M,30대,M003_제과/커피/패스트푸드,272.8,,,
20190611,M,40대,M003_제과/커피/패스트푸드,213.9,,,
20190611,M,50대,M003_제과/커피/패스트푸드,130.1,,,
20190611,M,60대,M003_제과/커피/패스트푸드,43.4,,,
20190611,M,70대,M003_제과/커피/패스트푸드,15.1,,,
20190612,F,20대,M003_제과/커피/패스트푸드,394.1,,,
20190612,F,30대,M003_제과/커피/패스트푸드,315.9,,,
20190612,F,40대,M003_제과/커피/패스트푸드,282.3,,,
20190612,F,50대,M003_제과/커피/패스트푸드,169.6,,,
20190612,F,60대,M003_제과/커피/패스트푸드,50.8,,,
20190612,F,70대,M003_제과/커피/패스트푸드,13.0,,,
20190612,M,20대,M003_제과/커피/패스트푸드,294.6,,,
20190612,M,30대,M003_제과/커피/패스트푸드,281.3,,,
20190612,M,40대,M003_제과/커피/패스트푸드,219.6,,,
20190612,M,50대,M003_제과/커피/패스트푸드,133.0,,,
20190612,M,60대,M003_제과/커피/패스트푸드,43.7,,,
20190612,M,70대,M003_제과/커피/패스트푸드,15.4,,,
20190613,F,20대,M003_제과/커피/패스트푸드,399.0,,,
20190613,F,30대,M003_제과/커피/패스트푸드,322.1,,,
20190613,F,40대,M003_제과/커피/패스트푸드,290.9,,,
20190613,F,50대,M003_제과/커피/패스트푸드,175.1,,,
20190613,F,60대,M003_제과/커피/패스트푸드,53.9,,,
20190613,F,70대,M003_제과/커피/패스트푸드,13.0,,,
20190613,M,20대,M003_제과/커피/패스트푸드,302.9,,,
20190613,M,30대,M003_제과/커피/패스트푸드,287.7,,,
20190613,M,40대,M003_제과/커피/패스트푸드,226.5,,,
20190613,M,50대,M003_제과/커피/패스트푸드,137.1,,,
20190613,M,60대,M003_제과/커피/패스트푸드,44.5,,,
20190613,M,70대,M003_제과/커피/패스트푸드,14.9,,,
20190614,F,20대,M003_제과/커피/패스트푸드,413.1,,,
20190614,F,30대,M003_제과/커피/패스트푸드,331.1,,,
20190614,F,40대,M003_제과/커피/패스트푸드,297.2,,,
20190614,F,50대,M003_제과/커피/패스트푸드,178.4,,,
20190614,F,60대,M003_제과/커피/패스트푸드,54.1,,,
20190614,F,70대,M003_제과/커피/패스트푸드,13.5,,,
20190614,M,20대,M003_제과/커피/패스트푸드,313.3,,,
20190614,M,30대,M003_제과/커피/패스트푸드,302.2,,,
20190614,M,40대,M003_제과/커피/패스트푸드,238.2,,,
20190614,M,50대,M003_제과/커피/패스트푸드,142.9,,,
20190614,M,60대,M003_제과/커피/패스트푸드,46.2,,,
20190614,M,70대,M003_제과/커피/패스트푸드,15.7,,,
20190615,F,20대,M003_제과/커피/패스트푸드,430.7,,,
20190615,F,30대,M003_제과/커피/패스트푸드,356.1,,,
20190615,F,40대,M003_제과/커피/패스트푸드,342.0,,,
20190615,F,50대,M003_제과/커피/패스트푸드,191.8,,,
20190615,F,60대,M003_제과/커피/패스트푸드,54.0,,,
20190615,F,70대,M003_제과/커피/패스트푸드,13.3,,,
20190615,M,20대,M003_제과/커피/패스트푸드,362.2,,,
20190615,M,30대,M003_제과/커피/패스트푸드,381.8,,,
20190615,M,40대,M003_제과/커피/패스트푸드,311.4,,,
20190615,M,50대,M003_제과/커피/패스트푸드,174.6,,,
20190615,M,60대,M003_제과/커피/패스트푸드,52.0,,,
20190615,M,70대,M003_제과/커피/패스트푸드,15.7,,,
20190616,F,20대,M003_제과/커피/패스트푸드,384.9,,,
20190616,F,30대,M003_제과/커피/패스트푸드,300.6,,,
20190616,F,40대,M003_제과/커피/패스트푸드,286.7,,,
20190616,F,50대,M003_제과/커피/패스트푸드,165.0,,,
20190616,F,60대,M003_제과/커피/패스트푸드,47.2,,,
20190616,F,70대,M003_제과/커피/패스트푸드,11.2,,,
20190616,M,20대,M003_제과/커피/패스트푸드,339.6,,,
20190616,M,30대,M003_제과/커피/패스트푸드,345.4,,,
20190616,M,40대,M003_제과/커피/패스트푸드,278.8,,,
20190616,M,50대,M003_제과/커피/패스트푸드,154.6,,,
20190616,M,60대,M003_제과/커피/패스트푸드,45.9,,,
20190616,M,70대,M003_제과/커피/패스트푸드,13.3,,,
20190617,F,20대,M003_제과/커피/패스트푸드,383.7,,,
20190617,F,30대,M003_제과/커피/패스트푸드,303.7,,,
20190617,F,40대,M003_제과/커피/패스트푸드,274.5,,,
20190617,F,50대,M003_제과/커피/패스트푸드,168.7,,,
20190617,F,60대,M003_제과/커피/패스트푸드,51.6,,,
20190617,F,70대,M003_제과/커피/패스트푸드,12.7,,,
20190617,M,20대,M003_제과/커피/패스트푸드,291.4,,,
20190617,M,30대,M003_제과/커피/패스트푸드,271.1,,,
20190617,M,40대,M003_제과/커피/패스트푸드,213.9,,,
20190617,M,50대,M003_제과/커피/패스트푸드,129.1,,,
20190617,M,60대,M003_제과/커피/패스트푸드,42.0,,,
20190617,M,70대,M003_제과/커피/패스트푸드,14.9,,,
20190618,F,20대,M003_제과/커피/패스트푸드,359.7,,,
20190618,F,30대,M003_제과/커피/패스트푸드,288.4,,,
20190618,F,40대,M003_제과/커피/패스트푸드,267.2,,,
20190618,F,50대,M003_제과/커피/패스트푸드,164.2,,,
20190618,F,60대,M003_제과/커피/패스트푸드,50.5,,,
20190618,F,70대,M003_제과/커피/패스트푸드,13.1,,,
20190618,M,20대,M003_제과/커피/패스트푸드,269.4,,,
20190618,M,30대,M003_제과/커피/패스트푸드,258.7,,,
20190618,M,40대,M003_제과/커피/패스트푸드,206.2,,,
20190618,M,50대,M003_제과/커피/패스트푸드,127.2,,,
20190618,M,60대,M003_제과/커피/패스트푸드,41.5,,,
20190618,M,70대,M003_제과/커피/패스트푸드,14.2,,,
20190619,F,20대,M003_제과/커피/패스트푸드,376.0,,,
20190619,F,30대,M003_제과/커피/패스트푸드,309.4,,,
20190619,F,40대,M003_제과/커피/패스트푸드,284.4,,,
20190619,F,50대,M003_제과/커피/패스트푸드,170.6,,,
20190619,F,60대,M003_제과/커피/패스트푸드,52.8,,,
20190619,F,70대,M003_제과/커피/패스트푸드,13.1,,,
20190619,M,20대,M003_제과/커피/패스트푸드,284.4,,,
20190619,M,30대,M003_제과/커피/패스트푸드,278.7,,,
20190619,M,40대,M003_제과/커피/패스트푸드,220.7,,,
20190619,M,50대,M003_제과/커피/패스트푸드,134.3,,,
20190619,M,60대,M003_제과/커피/패스트푸드,44.1,,,
20190619,M,70대,M003_제과/커피/패스트푸드,15.1,,,
20190620,F,20대,M003_제과/커피/패스트푸드,383.0,,,
20190620,F,30대,M003_제과/커피/패스트푸드,317.9,,,
20190620,F,40대,M003_제과/커피/패스트푸드,286.2,,,
20190620,F,50대,M003_제과/커피/패스트푸드,174.4,,,
20190620,F,60대,M003_제과/커피/패스트푸드,52.3,,,
20190620,F,70대,M003_제과/커피/패스트푸드,13.4,,,
20190620,M,20대,M003_제과/커피/패스트푸드,287.1,,,
20190620,M,30대,M003_제과/커피/패스트푸드,282.8,,,
20190620,M,40대,M003_제과/커피/패스트푸드,225.1,,,
20190620,M,50대,M003_제과/커피/패스트푸드,134.4,,,
20190620,M,60대,M003_제과/커피/패스트푸드,44.1,,,
20190620,M,70대,M003_제과/커피/패스트푸드,15.7,,,
20190621,F,20대,M003_제과/커피/패스트푸드,390.9,,,
20190621,F,30대,M003_제과/커피/패스트푸드,330.8,,,
20190621,F,40대,M003_제과/커피/패스트푸드,298.7,,,
20190621,F,50대,M003_제과/커피/패스트푸드,177.1,,,
20190621,F,60대,M003_제과/커피/패스트푸드,53.9,,,
20190621,F,70대,M003_제과/커피/패스트푸드,13.7,,,
20190621,M,20대,M003_제과/커피/패스트푸드,306.9,,,
20190621,M,30대,M003_제과/커피/패스트푸드,306.6,,,
20190621,M,40대,M003_제과/커피/패스트푸드,240.6,,,
20190621,M,50대,M003_제과/커피/패스트푸드,142.1,,,
20190621,M,60대,M003_제과/커피/패스트푸드,45.8,,,
20190621,M,70대,M003_제과/커피/패스트푸드,15.3,,,
20190622,F,20대,M003_제과/커피/패스트푸드,414.3,,,
20190622,F,30대,M003_제과/커피/패스트푸드,365.2,,,
20190622,F,40대,M003_제과/커피/패스트푸드,356.2,,,
20190622,F,50대,M003_제과/커피/패스트푸드,190.9,,,
20190622,F,60대,M003_제과/커피/패스트푸드,54.1,,,
20190622,F,70대,M003_제과/커피/패스트푸드,13.0,,,
20190622,M,20대,M003_제과/커피/패스트푸드,354.6,,,
20190622,M,30대,M003_제과/커피/패스트푸드,392.5,,,
20190622,M,40대,M003_제과/커피/패스트푸드,325.6,,,
20190622,M,50대,M003_제과/커피/패스트푸드,175.2,,,
20190622,M,60대,M003_제과/커피/패스트푸드,51.4,,,
20190622,M,70대,M003_제과/커피/패스트푸드,15.9,,,
20190623,F,20대,M003_제과/커피/패스트푸드,372.5,,,
20190623,F,30대,M003_제과/커피/패스트푸드,310.4,,,
20190623,F,40대,M003_제과/커피/패스트푸드,301.8,,,
20190623,F,50대,M003_제과/커피/패스트푸드,170.3,,,
20190623,F,60대,M003_제과/커피/패스트푸드,48.3,,,
20190623,F,70대,M003_제과/커피/패스트푸드,10.9,,,
20190623,M,20대,M003_제과/커피/패스트푸드,339.7,,,
20190623,M,30대,M003_제과/커피/패스트푸드,363.6,,,
20190623,M,40대,M003_제과/커피/패스트푸드,296.5,,,
20190623,M,50대,M003_제과/커피/패스트푸드,161.4,,,
20190623,M,60대,M003_제과/커피/패스트푸드,46.8,,,
20190623,M,70대,M003_제과/커피/패스트푸드,13.2,,,
20190624,F,20대,M003_제과/커피/패스트푸드,362.6,,,
20190624,F,30대,M003_제과/커피/패스트푸드,306.2,,,
20190624,F,40대,M003_제과/커피/패스트푸드,278.1,,,
20190624,F,50대,M003_제과/커피/패스트푸드,165.5,,,
20190624,F,60대,M003_제과/커피/패스트푸드,51.3,,,
20190624,F,70대,M003_제과/커피/패스트푸드,12.9,,,
20190624,M,20대,M003_제과/커피/패스트푸드,285.5,,,
20190624,M,30대,M003_제과/커피/패스트푸드,279.7,,,
20190624,M,40대,M003_제과/커피/패스트푸드,217.0,,,
20190624,M,50대,M003_제과/커피/패스트푸드,129.5,,,
20190624,M,60대,M003_제과/커피/패스트푸드,42.9,,,
20190624,M,70대,M003_제과/커피/패스트푸드,15.5,,,
20190625,F,20대,M003_제과/커피/패스트푸드,372.0,,,
20190625,F,30대,M003_제과/커피/패스트푸드,317.4,,,
20190625,F,40대,M003_제과/커피/패스트푸드,287.8,,,
20190625,F,50대,M003_제과/커피/패스트푸드,171.5,,,
20190625,F,60대,M003_제과/커피/패스트푸드,53.4,,,
20190625,F,70대,M003_제과/커피/패스트푸드,13.1,,,
20190625,M,20대,M003_제과/커피/패스트푸드,286.8,,,
20190625,M,30대,M003_제과/커피/패스트푸드,283.9,,,
20190625,M,40대,M003_제과/커피/패스트푸드,223.7,,,
20190625,M,50대,M003_제과/커피/패스트푸드,133.6,,,
20190625,M,60대,M003_제과/커피/패스트푸드,45.4,,,
20190625,M,70대,M003_제과/커피/패스트푸드,15.6,,,
20190626,F,20대,M003_제과/커피/패스트푸드,355.6,,,
20190626,F,30대,M003_제과/커피/패스트푸드,298.1,,,
20190626,F,40대,M003_제과/커피/패스트푸드,278.3,,,
20190626,F,50대,M003_제과/커피/패스트푸드,165.9,,,
20190626,F,60대,M003_제과/커피/패스트푸드,51.3,,,
20190626,F,70대,M003_제과/커피/패스트푸드,13.4,,,
20190626,M,20대,M003_제과/커피/패스트푸드,275.3,,,
20190626,M,30대,M003_제과/커피/패스트푸드,273.5,,,
20190626,M,40대,M003_제과/커피/패스트푸드,219.9,,,
20190626,M,50대,M003_제과/커피/패스트푸드,131.4,,,
20190626,M,60대,M003_제과/커피/패스트푸드,44.7,,,
20190626,M,70대,M003_제과/커피/패스트푸드,14.4,,,
20190627,F,20대,M003_제과/커피/패스트푸드,374.2,,,
20190627,F,30대,M003_제과/커피/패스트푸드,316.8,,,
20190627,F,40대,M003_제과/커피/패스트푸드,292.3,,,
20190627,F,50대,M003_제과/커피/패스트푸드,172.2,,,
20190627,F,60대,M003_제과/커피/패스트푸드,53.5,,,
20190627,F,70대,M003_제과/커피/패스트푸드,13.4,,,
20190627,M,20대,M003_제과/커피/패스트푸드,290.8,,,
20190627,M,30대,M003_제과/커피/패스트푸드,292.4,,,
20190627,M,40대,M003_제과/커피/패스트푸드,229.6,,,
20190627,M,50대,M003_제과/커피/패스트푸드,136.4,,,
20190627,M,60대,M003_제과/커피/패스트푸드,45.0,,,
20190627,M,70대,M003_제과/커피/패스트푸드,15.3,,,
20190628,F,20대,M003_제과/커피/패스트푸드,389.7,,,
20190628,F,30대,M003_제과/커피/패스트푸드,336.8,,,
20190628,F,40대,M003_제과/커피/패스트푸드,304.4,,,
20190628,F,50대,M003_제과/커피/패스트푸드,180.3,,,
20190628,F,60대,M003_제과/커피/패스트푸드,54.9,,,
20190628,F,70대,M003_제과/커피/패스트푸드,14.0,,,
20190628,M,20대,M003_제과/커피/패스트푸드,308.7,,,
20190628,M,30대,M003_제과/커피/패스트푸드,309.8,,,
20190628,M,40대,M003_제과/커피/패스트푸드,243.4,,,
20190628,M,50대,M003_제과/커피/패스트푸드,143.9,,,
20190628,M,60대,M003_제과/커피/패스트푸드,47.1,,,
20190628,M,70대,M003_제과/커피/패스트푸드,16.0,,,
20190629,F,20대,M003_제과/커피/패스트푸드,389.6,,,
20190629,F,30대,M003_제과/커피/패스트푸드,335.3,,,
20190629,F,40대,M003_제과/커피/패스트푸드,331.4,,,
20190629,F,50대,M003_제과/커피/패스트푸드,182.5,,,
20190629,F,60대,M003_제과/커피/패스트푸드,52.1,,,
20190629,F,70대,M003_제과/커피/패스트푸드,12.2,,,
20190629,M,20대,M003_제과/커피/패스트푸드,333.9,,,
20190629,M,30대,M003_제과/커피/패스트푸드,365.2,,,
20190629,M,40대,M003_제과/커피/패스트푸드,304.7,,,
20190629,M,50대,M003_제과/커피/패스트푸드,168.3,,,
20190629,M,60대,M003_제과/커피/패스트푸드,49.7,,,
20190629,M,70대,M003_제과/커피/패스트푸드,14.9,,,
20190630,F,20대,M003_제과/커피/패스트푸드,372.4,,,
20190630,F,30대,M003_제과/커피/패스트푸드,306.1,,,
20190630,F,40대,M003_제과/커피/패스트푸드,296.0,,,
20190630,F,50대,M003_제과/커피/패스트푸드,167.2,,,
20190630,F,60대,M003_제과/커피/패스트푸드,47.2,,,
20190630,F,70대,M003_제과/커피/패스트푸드,11.2,,,
20190630,M,20대,M003_제과/커피/패스트푸드,337.9,,,
20190630,M,30대,M003_제과/커피/패스트푸드,359.7,,,
20190630,M,40대,M003_제과/커피/패스트푸드,289.7,,,
20190630,M,50대,M003_제과/커피/패스트푸드,158.2,,,
20190630,M,60대,M003_제과/커피/패스트푸드,46.3,,,
20190630,M,70대,M003_제과/커피/패스트푸드,13.3,,,
