,시설명,전체주소
1958,중계2단지아파트경로당,서울시 노원구 중계동 513
1959,중계4단지목화아파트경로당,서울시 노원구 중계동 511-2 
1960,한우리경로당,서울시 노원구 중계동 154-19
1961,주공2단지아파트경로당,서울시 노원구 중계동 369
1962,현대9단지@,서울시 광진구 광장동576
1963,현대파크빌@,서울시 광진구 광장동577
1964,자양삼성@,서울시 광진구 자양동787
1965,자양한양@,서울시 광진구 자양동695-1
1966,현대6단지@,서울시 광진구 구의동610
1967,한라@,서울시 광진구 자양동762
1968,우방리버파크 ,서울시 광진구 자양동793
1969,현대8차@,서울시 광진구 광장동565
1970,로    얄,서울시 광진구 자양동644
1971,강변우성@,서울시 광진구 구의동546-7
1972,일성파크@,서울시 광진구 군자동99
1973,현대프라임@,서울시 광진구 구의동631-1
1974,구의새한@,서울시 광진구 구의동656
1975,만수경로당,서울시 동대문구  제기동 220
1976,신설동분회경로당,서울시 nan  용두동 251-71
1977,제기2동경로당,서울시 동대문구  제기동 135-127
1978,신설동경로당,서울시 동대문구  신설동 92-14
1979,화목경로당,서울시 동대문구  전농동 127-17
1980,전농1동경로당,서울시 동대문구  전농동 471-8
1981,동부경로당,서울시 nan  용두동 39-454
1982,섬마을경로당,서울시 동대문구  제기동 1211-20
1983,당    인,서울시 마포구  당인동 28-14
1984,서강쌍용예가,서울시 마포구 창전동 444
1985,홍    익,서울시 마포구  서교동 359
1986,목동아파트5단지,서울시 양천구 목5동901
1987,목동아파트1단지,서울시 양천구 목5동912
1988,중 앙,서울시 양천구 신월동509-14
1989,동 방 아 파 트 ,서울시 양천구 신월동607-1
1990,대 림 아 파 트 ,서울시 양천구 신월동491-1
1991,길음뉴타운대림(아),서울시 성북구 길음2동 1281
1992,길음뉴타운2단지(아)푸르지오,서울시 성북구 길음동 1280
1993,학수(임대아파트),서울시 성북구 길음동 1281-1 길음뉴타운4단지 대림(아)426동 1층
1994,송매골경로당(임대아파트),서울시 성북구 길음동 1280-3 길음뉴타운3단지 관리동 1층(308동 뒤)
1995,길음동부센트레빌(아),서울시 nan 길음동 1278관리사무소옆(103동
1996,길음동부임대(아)송산,서울시 성북구 길음3동 1278-1
1997,종암선경(아),서울시 성북구 종암1동 34-3 아파트내
1998,종암극동(아),서울시 성북구 종암1동 128 극동@ 단지내
1999,종암래미안(아),서울시 성북구 종암1동 80 삼성래미안(아)관리동 2층
2000,SH-VILL(아),서울시 성북구 종암1동131-1216동 1층
2001,종암1동현대아이파크,서울시 성북구 종암1동 130 현대아이파크102동 지하1층
2002,종암2차아이파크,서울시 성북구 종암1동 131
2003,종암2동,서울시 성북구 종암동 3-199
2004,남종,서울시 성북구 종암동 100
2005,중앙,서울시 성북구 종암2동 3-186
2006,종암2동S.K(아),서울시 성북구 종암2동 104-1
2007,종암2동S.K(아)제2,서울시 성북구 종암2동 S.K 107동 내
2008,동신(아),서울시 성북구 월곡동 219
2009,월곡3에스에이치(아),서울시 성북구 하월곡동225-1
2010,아남(아),서울시 성북구 월곡1동 218번지 아남아파트내
2011,샹그레빌(아),서울시 성북구 하월곡동 224
2012,래미안월곡(아),서울시 성북구 하월곡동 225
2013,월곡두산위브(아),서울시 성북구 하월곡동 222월곡두산위브(아)관리동
2014,월곡두산(아)제2,서울시 성북구 하월곡동 222-1월곡두산(아)제2관리동내
2015,상월곡동 우남(아),서울시 성북구 상월곡동 55-56
2016,동아에코빌(아),서울시 성북구 상월곡동 101 동아에코빌(아) 관리동 1층
2017,월곡래미안루나밸리,서울시 성북구 하월곡동226 월곡래미안루나밸리 단지내
2018,동아(아)제2,서울시 성북구 상월곡동 101-1 동아임대(아)관리동1층
2019,장위우방(아),서울시 성북구 장위2동 312우방(아)101-209
2020,장위3동 제2,서울시 성북구 장위3동270-4
2021,장월 sh-ville 1단지(아),서울시 성북구 장위3동 316-2
2022,참누리 (아),서울시 성북구 장위동 316-5 참누리(아)207동 1층
2023,장위1동 ,서울시 성북구 장위1동 산3-101
2024,중앙하이츠(아),서울시 성북구 석관동 110-2
2025,석관1동 두산(아),서울시 성북구 석관동 10
2026,석관1동 코오롱(아) ,서울시 성북구 석관동 405
2027,석관1동 삼성(아) ,서울시 성북구 석관동 404  삼성(아)관리동
2028,경남아파트경로당,서울시 강북구 삼양동256
2029,래미안1차,서울시 강북구 삼양동 삼양로 256
2030,응 산,서울시성동구 옥수동 551-20
2031,미동경로당,서울시 강북구 삼양동 은하수7길 6
2032,미송경로당,서울시 강북구 삼양동 인수봉길 44
2033,미양,서울시 강북구 미아동 791-2274 번지
2034,삼일,서울시 강북구 삼양동 45
2035,솔샘경로당,서울시 강북구 삼양동 솔샘길 180
2036,한마음그룹홈,서울시강서구 화곡본동 58-11
2037,성모노인요양복지센터,서울시강서구 화곡2동 161-30
2038,한울촌너싱홈,서울시광진구 능동 255-13
2039,사랑의집노인요양공동생활가정,서울시광진구 중곡동 143-19
2040,광진노인요양공동생활가정,서울시광진구 구의동 30-25
2041,광진소규모요양시설,서울시광진구 구의동 30-25
2042,실버벨리,서울시광진구 자양동 657-1
2043,한울촌,서울시광진구 군자동 346-24
2044,미소들,서울시구로구 개봉동 43-1
2045,소망간호센터,서울시구로구 구로동 317-31
2046,국제실버센터,서울시금천구 호정5길 15
2047,대한실버하우스,서울시금천구 독산동 187-34
2048,평화실버하우스,서울시노원구 하계동 255-1 삼익선경103-1001
2049,쌍문노인요양공동생활가정,서울시도봉구 쌍문1동 361-8
2050,은천노인요양센터,서울시동대문구 장안4동 304-8
2051,경동노인요양원,서울시동대문구 제기1동 445
2052,은진노인요양공동생활가정,서울시동대문구 장안4동 298-22 1층
2053,희원의 집,서울시마포구 동교동 172-13 2층
2054,희원 그룹홈,서울시마포구 동교동 172-13 3층
2055,해가원노인요양공동생활가정,서울시서대문구 홍은동 376-8
2056,중앙소규모요양시설 나형 ,서울시서대문구 합동 31-11
2057,연희실버,서울시서대문구 연희동 200-52
2058,은혜안식관,서울시서대문구 북가좌2동 324-12
2059,연희실버홈,서울시서대문구 연희동 200-20
2060,샤론실버,서울시서대문구 연희2동 132-6
2061,㈜실버케어스,서울시서대문구 홍제동 287-89
2062,효드림노인요양공동생활가정,서울시서대문구 북가좌동 306-19
2063,실버릿지ICC,서울시서초구 서초동 1440-2
2064,시립동부노인전문요양센터,서울시성동구 홍익동16-1
2065,동아한신(아),서울시 구로구 고척1동326
2066,고척벽산블루밍(아),서울시 구로구 고척1동334
2067,덕의,서울시 구로구 고척2동218-10
2068,새장터,서울시 강동구 암사동 468-2(2층)
2069,복지말,서울시 강동구 암사동 471-29(2층)
2070,강암,서울시 강동구 암사동 492-20(2층)
2071,암사2동제2,서울시 강동구 암사동 515(2층)
2072,선사현대 A,서울시 강동구 암사동 509
2073,삼성광나루 A,서울시 강동구 암사동 508
2074,양지마을,서울시 강동구 암사동 275-21
2075,점마을,서울시 강동구 암사동 104-1
2076,한강현대(아),서울시 강동구 암사동 442-1
2077,한강포스파크(아),서울시 강동구 암사동 445
2078,암사현대홈타운A,서울시 강동구 암사3동 400
2079,암사1동제1,서울시 강동구 암사동 425-177
2080,암사1동제2,서울시 강동구 암사동 453-8(2층)
2081,암사1동제3,서울시 강동구 암사동 474-19
2082,한솔(아) ,서울시 강동구 암사동 419
2083,천호1동,서울시 강동구 천호동 278-19(2층)
2084,십자성,서울시 강동구 천호동 76-2(동사무소)
2085,소망경로당,서울시 강동구 천호1동 26-24
2086,우성 A,서울시 강동구 천호동 19-1
2087,동아하이빌 A,서울시 강동구 천호동 217-132
2088,천호2동,서울시 강동구 천호동 338-19(2층)
2089,쉼터,서울시 강동구 천호동 321-22(2층)
2090,천호3동(여),서울시 강동구 천호동 555(복지관)
2091,당말,서울시 강동구 천호동 121-72(2충)
2092,코오롱 A,서울시 강동구 천호동 410-90
2093,삼성A(할머니),서울시 강동구 천호동 528-2
2094,삼성A(할아버지),서울시 강동구 천호동 528-2
2095,천호태영A제1,서울시 강동구 천호동451-16
2096,태영임대A,서울시 강동구 천호동 566
2097,천호현대타워,서울시 강동구 천호동565
2098,천삼경로당,서울시 강동구 천호동 551-9
2099,곡교,서울시 강동구 천호동 300(2층)
2100,해공,서울시 강동구 천호동 363-5(1층)
2101,천호305중앙A,서울시 강동구 천호동 305
2102,구사거리,서울시 강동구 천호동 421-9(3층)
2103,성내1동,서울시 강동구 성내동 533(1층)
2104,성내천,서울시 강동구 성내동 457-15
2105,미주 A,서울시 강동구 성내동 547-1
2106,삼성A 목련,서울시 강동구 성내동 591
2107,삼성A,서울시 강동구 성내동 590
2108,성안마을청구A,서울시 강동구 성내동 295
2109,성내2동,서울시 강동구 성내동 43-17(1층)
2110,안말,서울시 강동구 성내동 512(2층)
2111,웃말,서울시 강동구 성내동 225-19(3층)
2112,성내코오롱A,서울시 강동구 성내196-8
2113,성내1차e편한세상아파트,서울시 강동구 성내동 598 
2114,성내3동제1,서울시 강동구 성내동 405-18(2층)
2115,성내3동제2,서울시 강동구 성내동 444-6(2층)
2116,삼흥경로당,서울시 강북구 수유1동 빨래골길 71
2117,갈현2동,서울시 은평구 갈현2동 490-20
2118,영화참마음(아),서울시 구로구 구로1동1268
2119,경남아너스빌아파트경로당,서울시 양천구 신정2동1307
2120,훼미리(아) ,서울시 서초구 잠원51
2121,개포5단지(아)경로당,서울시 강남구  개포동 187
2122,역삼개나리래미안(아)경로당,서울시 강남구  역삼2동 754
2123,문정래미안,서울시 송파구 문정1동1
2124,제기경로당,서울시 nan  제기동681-2
2125,명성경로당,서울시 동대문구  용두동 118-57
2126,삼성 제2경로당,서울시 동대문구  전농동 155-1
2127,동아ⓐ경로당(103),서울시 동대문구  전농동 645-3
2128,SK@제2경로당,서울시 nan  전농동 10-1
2129,삼성ⓐ경로당,서울시 동대문구  전농동 155
2130,안암골벽산ⓐ경로당,서울시 동대문구  제기동 153
2131,우성ⓐ경로당,서울시 동대문구  전농동 6
2132,장답경로당,서울시 동대문구 답십리 952-5
2133,용두경로당,서울시 동대문구  용두동 735-18
2134,장안1동경로당,서울시 동대문구 장안동 379
2135,청운경로당,서울시 동대문구 청량리 449-10
2136,장안4동장평경로당,서울시 동대문구 장안동 143-26
2137,장안2동경로당,서울시 동대문구 장안동 343
2138,이문3동분회경로당,서울시 동대문구 이문동 256-137
2139,아름경로당(구 휘경1동경로당),서울시 nan 휘경동 119-15 외 11 
2140,청량경로당,서울시 동대문구 청량리 57-6
2141,한신@경로당,서울시 동대문구 장안동 555-1
2142,휘경동일하이빌@경로당,서울시 동대문구 휘경동 365
2143,휘경 베스트빌현대ⓐ경로당,서울시 동대문구 휘경동 52
2144,제2구립경로당,서울시 중랑구 면목5동 160-28
2145,상봉구립 경로당,서울시 중랑구 상봉2동 122-31
2146,신도아파트 경로당,서울시 중랑구 묵1동 167
2147,신안2차아파트 경로당,서울시 중랑구 묵1동 382
2148,신안3차아파트 경로당,서울시 중랑구 묵1동 384
2149,브라운스톤태능아파트 경로당,서울시 중랑구 묵1동 387
2150,화랑마을 경로당,서울시 중랑구 묵1동 122-174
2151,한양 경로당,서울시 중랑구 묵2동 237-50
2152,구립학수 경로당,서울시 중랑구 묵2동 247-101
2153,한국아파트 경로당,서울시 중랑구 묵2동 378
2154,극동늘푸른아파트 경로당,서울시 중랑구 묵2동 379
2155,현대 I PARK아파트 경로당,서울시 중랑구 묵2동 385
2156,동구햇살아파트 경로당,서울시 중랑구 묵2동 388
2157,망우경로당,서울시 중랑구 망우본동 184-27
2158,양원경로당,서울시 중랑구 망우본동 291-3
2159,본동경로당,서울시 중랑구 망우본동 342-51
2160,구립안산 경로당,서울시 중랑구 망우본동 461-32
2161,자양2차현대@,서울시 광진구 자양동761
2162,자양현대@,서울시 광진구 자양동645-5
2163,한솔리베르@,서울시 광진구 자양동672
2164,광장현대@,서울시 광진구 광장동554-7
2165,자양대아@,서울시 광진구 자양동666-28
2166,삼성@,서울시 광진구 광장동453-1 
2167,대동@,서울시 광진구 자양동785-1
2168,이튼타워리버3차경로당,서울시 광진구 자양동855
2169,우성1차@,서울시 광진구 자양동579-8
2170,자양8차현대홈타운,서울시 광진구 자양동789
2171,자양7차현대홈타운,서울시 광진구 자양동788
