학교종류명,도로명우편번호,도로명주소,위도,경도
서울혜화초등학교,3067,서울특별시 종로구 혜화로 32,37.58863443,127.0002536
서울한남초등학교,4418,서울특별시 용산구 한남대로 112,37.53920365,127.0055998
서울한강초등학교,4388,서울특별시 용산구 한강대로14길 9,37.52522617,126.9650994
서울충무초등학교,4618,서울 중구 퇴계로50길 13,37.56194948,127.0012351
서울청파초등학교,4306,서울특별시 용산구 효창원로 228,37.5473049,126.9635439
서울청운초등학교,3032,서울특별시 종로구 자하문로 105,37.58592131,126.9692367
서울청구초등학교,4589,서울특별시 중구 다산로 170,37.55911668,127.0137244
서울창신초등학교,3103,서울특별시 종로구 지봉로 73,37.57621147,127.0142937
서울재동초등학교,3056,서울특별시 종로구 북촌로4길 7,37.58002991,126.9851778
서울장충초등학교,4609,서울특별시 중구 청구로17길 40,37.55997122,127.0117048
서울이태원초등학교,4345,서울특별시 용산구 녹사평대로40길 19,37.53647771,126.9876727
서울원효초등학교,4357,서울특별시 용산구 효창원로13길 38,37.53616126,126.9515453
서울용암초등학교,4341,서울특별시 용산구 녹사평대로60길 39,37.5453029,126.9894348
서울용산초등학교,4375,서울 용산구 한강대로57길 33,37.53561344,126.9725506
서울신용산초등학교,4423,서울특별시 용산구 이촌로 255,37.52062959,126.9753663
서울신당초등학교,4579,서울특별시 중구 난계로 141,37.56362621,127.0236731
서울세검정초등학교,3014,서울특별시 종로구 세검정로9길 1,37.60346883,126.9609688
서울서빙고초등학교,4384,서울특별시 용산구 서빙고로51길 14,37.52206892,126.9923004
서울삼광초등학교,4335,서울특별시 용산구 두텁바위로1나길 19,37.54775231,126.9765943
서울봉래초등학교,4501,서울특별시 중구 손기정로 73,37.55641234,126.9652506
서울보광초등학교,4407,서울특별시 용산구 우사단로 20,37.53254047,126.9963911
서울명신초등학교,3093,서울특별시 종로구 낙산길 250,37.58145126,127.0146229
서울매동초등학교,3027,서울특별시 종로구 사직로9길 19,37.57749965,126.9669415
서울독립문초등학교,3025,서울특별시 종로구 통일로12길 23,37.57421553,126.9599722
서울덕수초등학교,4519,서울특별시 중구 덕수궁길 140,37.56908888,126.9746579
서울남정초등학교,4368,서울특별시 용산구 원효로64길 17-10,37.53567383,126.9648037
서울남산초등학교,4629,서울특별시 중구 퇴계로22길 17,37.55978374,126.9867767
서울금양초등학교,4318,서울특별시 용산구 효창원로 137,37.54094231,126.9618319
서울교동초등학교,3132,서울특별시 종로구 삼일대로 446,37.57500567,126.9881513
서울광희초등학교,4569,서울특별시 중구 다산로 269,37.56729928,127.0156879
상명대학교사범대학부속초등학교,3015,서울특별시 종로구 홍지문2길 1,37.60074851,126.9564255
리라초등학교,4628,서울특별시 중구 소파로2길 7,37.5578197,126.9879807
동산초등학교,4592,서울특별시 중구 매봉18길 109,37.55620463,127.0167254
화랑초등학교,1797,서울특별시 노원구 화랑로 621,37.62878266,127.0889915
한신초등학교,1438,서울특별시 도봉구 노해로49길 69,37.65335584,127.0324273
태강삼육초등학교,1795,서울특별시 노원구 화랑로 815,37.64335737,127.1088503
청원초등학교,1672,서울특별시 노원구 한글비석로 506,37.66525155,127.0625329
서울한천초등학교,1911,서울특별시 노원구 마들로 45,37.62070936,127.0692435
서울태릉초등학교,1823,서울특별시 노원구 노원로1길 36,37.6231024,127.0850589
서울태랑초등학교,1801,서울특별시 노원구 화랑로51나길 31,37.62625056,127.0906031
서울초당초등학교,1364,서울특별시 도봉구 해등로32길 11,37.65862783,127.0219562
서울청계초등학교,1781,서울특별시 노원구 공릉로 431,37.64503406,127.0661389
서울창일초등학교,1424,서울특별시 도봉구 노해로66길 84,37.64765764,127.0476263
서울창원초등학교,1427,서울특별시 도봉구 해등로 103,37.65264409,127.0399799
서울창림초등학교,1486,서울특별시 도봉구 덕릉로63길 46,37.64323708,127.0416041
서울창동초등학교,1400,서울특별시 도봉구 해등로16길 81,37.65536304,127.0448329
서울창도초등학교,1338,서울특별시 도봉구 방학로 32-28,37.66413487,127.048784
서울창경초등학교,1432,서울특별시 도봉구 도봉로129길 54,37.65660218,127.0346025
서울중현초등학교,1862,서울특별시 노원구 섬밭로 181,37.63251462,127.0659521
서울중평초등학교,1776,서울특별시 노원구 섬밭로 241,37.63753357,127.0639651
서울중원초등학교,1777,서울특별시 노원구 섬밭로 316,37.64398229,127.0627694
서울중계초등학교,1699,서울특별시 노원구 한글비석로19길 39,37.65784243,127.0733117
서울자운초등학교,1411,서울특별시 도봉구 마들로13길 166,37.65801094,127.0466811
서울을지초등학교,1741,서울특별시 노원구 중계로 239,37.65058885,127.0730918
서울월천초등학교,1420,서울특별시 도봉구 노해로70길 96,37.64804738,127.0517539
서울월계초등학교,1882,서울특별시 노원구 월계로45가길 10,37.62761858,127.0501876
서울원광초등학교,1713,서울특별시 노원구 덕릉로76길 18,37.65431092,127.0749142
서울용원초등학교,1851,서울특별시 노원구 섬밭로 144,37.62992285,127.0689401
서울용동초등학교,1789,서울특별시 노원구 한글비석로1길 81-11,37.64108381,127.0690818
서울온곡초등학교,1671,서울특별시 노원구 한글비석로52길 59,37.66754054,127.0659102
서울오봉초등학교,1310,서울특별시 도봉구 시루봉로 285,37.67171849,127.040259
서울연촌초등학교,1810,서울특별시 노원구 공릉로58길 36,37.63441465,127.0725113
서울연지초등학교,1864,서울특별시 노원구 월계로55길 48,37.63319251,127.0595343
서울쌍문초등학교,1378,서울특별시 도봉구 우이천로 360,37.64836383,127.0242911
서울신화초등학교,1482,서울특별시 도봉구 우이천로 120,37.63319504,127.0408842
서울신학초등학교,1362,서울특별시 도봉구 방학로 247-21,37.66122045,127.0257213
서울신창초등학교,1480,서울특별시 도봉구 덕릉로60길 93,37.63653953,127.0420843
서울신상계초등학교,1639,서울특별시 노원구 상계로 267,37.66751782,127.0758263
서울신방학초등학교,1316,서울특별시 도봉구 시루봉로 173,37.66668425,127.0289181
서울신계초등학교,1877,서울특별시 노원구 초안산로 29,37.62979163,127.052769
서울숭미초등학교,1380,서울특별시 도봉구 노해로 179,37.65102344,127.0279443
서울수암초등학교,1725,서울특별시 노원구 중계로12길 9,37.64769283,127.0814646
서울수락초등학교,1602,서울특별시 노원구 동일로 1745,37.68450319,127.0551852
서울선곡초등학교,1899,서울특별시 노원구 광운로2길 1,37.61869442,127.0578029
서울상천초등학교,1765,서울특별시 노원구 덕릉로 443,37.64628513,127.0578083
서울상월초등학교,1687,서울특별시 노원구 동일로221길 27,37.65865224,127.05698
서울상원초등학교,1672,서울특별시 노원구 한글비석로54길 119,37.66767313,127.0597173
서울상수초등학교,1755,서울특별시 노원구 동일로216길 66,37.65110502,127.0647586
서울상곡초등학교,1677,서울특별시 노원구 노원로38길 34,37.66290401,127.0620747
서울상계초등학교,1685,서울특별시 노원구 상계로9길 39,37.65962546,127.066495
서울상경초등학교,1618,서울특별시 노원구 수락산로 237,37.67055214,127.0516742
서울불암초등학교,1721,서울특별시 노원구 중계로 178,37.65078442,127.0806018
서울백운초등학교,1368,서울특별시 도봉구 삼양로146길 17,37.65264151,127.0136725
서울방학초등학교,1357,서울특별시 도봉구 도당로9길 34,37.66393373,127.032748
서울동일초등학교,1619,서울특별시 노원구 한글비석로 566,37.66481537,127.05417
서울도봉초등학교,1313,서울특별시 도봉구 도봉로173길 96,37.67996175,127.0382887
서울덕암초등학교,1645,서울특별시 노원구 덕릉로112길 68,37.6666212,127.0814598
서울당현초등학교,1764,서울특별시 노원구 동일로213길 52,37.64826016,127.0582136
서울누원초등학교,1318,서울특별시 도봉구 마들로 859-44,37.68723271,127.0492672
서울녹천초등학교,1907,서울특별시 노원구 마들로3길 34,37.6285066,127.0631172
서울노일초등학교,1613,서울특별시 노원구 동일로 1625,37.67375444,127.0549667
서울노원초등학교,1629,서울특별시 노원구 동일로230나길 32,37.67359347,127.0584544
서울공연초등학교,1841,서울특별시 노원구 동일로192가길 16,37.62754753,127.0745089
서울공릉초등학교,1861,서울특별시 노원구 동일로173길 12,37.61861443,127.0746314
서울계상초등학교,1680,서울특별시 노원구 한글비석로41가길 24,37.66219777,127.0686777
서울가인초등학교,1397,서울특별시 도봉구 도봉로136다길 4,37.6594678,127.0429509
상명초등학교,1758,서울특별시 노원구 덕릉로 541,37.64872348,127.0669678
동북초등학교,1375,서울특별시 도봉구 시루봉로 53,37.65634868,127.0268766
서울항동초등학교,8368,서울특별시 구로구 연동로 178,37.47701589,126.8241103
서울하늘숲초등학교,8350,서울특별시 구로구 오리로 1106,37.48415943,126.841482
서울금나래초등학교,8611,서울특별시 금천구 시흥대로79길 37,37.45823,126.8962056
서울천이초등학교,8350,서울특별시 구로구 오류로 30,37.48636795,126.8399921
서울천왕초등학교,8364,서울특별시 구로구 천왕로1길 11,37.48145598,126.8370629
서울탑동초등학교,8575,서울특별시 금천구 탑골로 47-3,37.45251655,126.9153675
서울정심초등학교,8556,서울특별시 금천구 독산로78다길 89,37.47199405,126.9082144
서울윤중초등학교,7322,서울특별시 영등포구 여의나루로2길 14,37.51964164,126.9225908
서울우신초등학교,7347,서울특별시 영등포구 신길로 190,37.50986472,126.9118637
서울온수초등학교,8260,서울특별시 구로구 부일로 893,37.49400506,126.8259667
서울오정초등학교,8359,서울특별시 구로구 경인로2길 10,37.49016566,126.8264392
서울오류초등학교,8268,서울특별시 구로구 경인로19길 39,37.49752741,126.84203
서울오류남초등학교,8342,서울특별시 구로구 서해안로24길 22,37.48968652,126.8391127
서울영중초등학교,7245,서울특별시 영등포구 양산로 185,37.5241433,126.9036955
서울영일초등학교,8321,서울특별시 구로구 남부순환로105길 218,37.48564539,126.8838134
서울영원초등학교,7365,서울특별시 영등포구 도영로 22길 31,37.51071936,126.9021825
서울영신초등학교,7350,서울특별시 영등포구 도신로60길 23,37.51017196,126.9181221
서울영서초등학교,8370,서울특별시 구로구 도림로20길 57,37.48896082,126.8955833
서울영문초등학교,7281,서울특별시 영등포구 문래로 56,37.51980741,126.8875891
서울영림초등학교,7445,서울특별시 영등포구 시흥대로173길 14,37.48734601,126.9025161
서울영등포초등학교,7363,서울특별시 영등포구 경인로 756,37.51294802,126.89826
서울영동초등학교,7229,서울특별시 영등포구 국회대로53길 20,37.52700691,126.9077034
서울영남초등학교,8551,서울특별시 금천구 문성로 62-15,37.47612262,126.9092099
서울여의도초등학교,7341,서울특별시 영등포구 여의대방로 439,37.52320482,126.9367944
서울안천초등학교,8597,서울특별시 금천구 한내로 69-16,37.45874564,126.88839
서울신흥초등학교,8569,서울특별시 금천구 독산로36나길 21,37.45934816,126.9093508
서울신영초등학교,7378,서울특별시 영등포구 도신로4길 32,37.50100602,126.8960948
서울신미림초등학교,8211,서울특별시 구로구 신도림로 26,37.50714192,126.8795527
서울신도림초등학교,8201,서울특별시 구로구 신도림로19길 44,37.51198439,126.8832546
서울신대림초등학교,7439,서울특별시 영등포구 대림로8길 25,37.49215682,126.9058139
서울신구로초등학교,8299,서울특별시 구로구 가마산로27길 69,37.49966003,126.8897631
서울시흥초등학교,8627,서울특별시 금천구 독산로23길 26,37.45534062,126.9046393
서울세곡초등학교,8245,서울특별시 구로구 고척로33길 34,37.5050561,126.8491198
서울선유초등학교,7210,서울특별시 영등포구 선유로43가길 14,37.53287919,126.8927768
서울백산초등학교,8650,서울특별시 금천구 시흥대로38길 78,37.446786,126.905146
서울미래초등학교,8288,서울특별시 구로구 새말로 73,37.50510665,126.8880803
서울문성초등학교,8540,서울특별시 금천구 시흥대로 460,37.47491196,126.8994492
서울문백초등학교,8634,서울특별시 금천구 시흥대로47길 43-1,37.44707627,126.8986974
서울문래초등학교,7295,서울특별시 영등포구 문래로 104,37.51914038,126.8936057
서울문교초등학교,8561,서울특별시 금천구 독산로54길 102,37.46672027,126.9088159
서울매봉초등학교,8251,서울특별시 구로구 고척로21길 55,37.50491523,126.8443653
서울두산초등학교,8587,서울특별시 금천구 범안로11길 3,37.46754839,126.8909461
서울동구로초등학교,8303,서울특별시 구로구 구로중앙로14길 43,37.49407053,126.8927802
서울독산초등학교,8617,서울특별시 금천구 시흥대로104길 31,37.46565691,126.8997128
서울도신초등학교,7409,서울특별시 영등포구 도림로53길 32-9,37.49926789,126.9007141
서울도림초등학교,7384,서울특별시 영등포구 가마산로65길 22,37.50750302,126.9072907
서울덕의초등학교,8241,서울특별시 구로구 고척로 213,37.50602797,126.857346
서울대영초등학교,7397,서울특별시 영등포구 신길로23길 43,37.50267937,126.9063367
서울대방초등학교,7391,서울특별시 영등포구 여의대방로35길 14,37.50290012,126.9190202
서울대동초등학교,7418,서울특별시 영등포구 대림로21길 6,37.49370503,126.9001194
서울대길초등학교,7434,서울특별시 영등포구 대방천로 206,37.49817686,126.9131739
서울당중초등학교,7271,서울특별시 영등포구 선유로 131,37.52628923,126.8894135
서울당서초등학교,7213,서울특별시 영등포구 당산로 187,37.53202744,126.8998142
서울당산초등학교,7206,서울특별시 영등포구 선유로55길 32,37.54011912,126.8962411
서울금천초등학교,8571,서울특별시 금천구 탑골로5길 60,37.45481034,126.9128749
서울금산초등학교,8651,서울특별시 금천구 시흥대로24길 57,37.44144269,126.9080871
서울금동초등학교,8645,서울특별시 금천구 금하로30길 53,37.44773848,126.9163989
서울구일초등학교,8324,서울특별시 구로구 구일로 68,37.49319187,126.8734727
서울구로초등학교,8283,서울특별시 구로구 구로중앙로27나길 9,37.49746187,126.8865543
서울구로남초등학교,8375,서울특별시 구로구 디지털로27길 76,37.48420602,126.8902182
서울고척초등학교,8232,서울특별시 구로구 경서로 31,37.50094829,126.8569793
서울고원초등학교,8275,서울특별시 구로구 경인로46길 13,37.49761122,126.8657993
서울고산초등학교,8223,서울특별시 구로구 중앙로 6,37.49897255,126.8647727
서울개웅초등학교,8349,서울특별시 구로구 개봉로11길 98,37.48857132,126.8499823
서울개봉초등학교,8333,서울특별시 구로구 개봉로16길 30-11,37.48952491,126.857976
서울개명초등학교,8355,서울특별시 구로구 개봉로1다길 16-9,37.48303904,126.8509791
서울가산초등학교,8530,서울특별시 금천구 남부순환로 1304-11,37.47816515,126.8963297
동광초등학교,8656,서울특별시 금천구 탑골로10길 45,37.45193626,126.9158199
서울어울초등학교,3370,서울특별시 은평구 통일로 650,37.60656331,126.9350586
서울가재울초등학교,3711,서울특별시 서대문구 모래내로15길 61,37.57376442,126.918388
서울은빛초등학교,3301,서울특별시 은평구 진관3로 73-17,37.64266166,126.9190801
서울하늘초등학교,3918,서울특별시 마포구 월드컵북로 502-14,37.5858088,126.8808619
서울수리초등학교,3362,서울특별시 은평구 불광로14길 10-10,37.62030737,126.9341109
홍익대학교사범대학부속초등학교,3967,서울특별시 마포구 성미산로 51,37.55964474,126.9132084
충암초등학교,3481,서울특별시 은평구 가좌로5길 5,37.58464029,126.9218095
추계초등학교,3762,서울특별시 서대문구 북아현로11가길 7,37.56317672,126.9540593
이화여자대학교사범대학부속초등학교,3765,서울특별시 서대문구 성산로 512-39,37.56115022,126.9427751
은혜초등학교,3351,서울특별시 은평구 통일로78가길 20,37.61775859,126.9273984
예일초등학교,3412,서울특별시 은평구 연서로 117,37.6109459,126.9147928
선일초등학교,3322,서울특별시 은평구 갈현로29길 27,37.62030421,126.9119931
서울홍제초등학교,3616,서울특별시 서대문구 홍은중앙로 13,37.59350546,126.9454205
서울홍은초등학교,3617,서울특별시 서대문구 세검정로 105,37.59754027,126.949458
서울홍연초등학교,3657,서울특별시 서대문구 백련사길 55,37.58211871,126.9306604
서울한서초등학교,4123,서울특별시 마포구 대흥로24바길 27,37.55364783,126.9497788
서울창천초등학교,4102,서울특별시 마포구 백범로1길 56,37.55491782,126.9392951
서울창서초등학교,3787,서울특별시 서대문구 연세로5나길 30-3,37.55814305,126.9334809
서울진관초등학교,3303,서울특별시 은평구 진관4로 78-16,37.64543483,126.9292166
서울증산초등학교,3493,서울특별시 은평구 증산서길 61,37.58256527,126.9042764
서울중동초등학교,3949,서울특별시 마포구 월드컵북로 152,37.56641061,126.9117752
서울인왕초등학교,3629,서울특별시 서대문구 세무서길 33-9,37.59021988,126.9448045
서울응암초등학교,3470,서울특별시 은평구 가좌로6길 20,37.58875319,126.9216161
서울은평초등학교,3382,서울특별시 은평구 은평로 239,37.60230404,126.9340336
서울은진초등학교,3311,서울특별시 은평구 진관1로 21-20,37.63304404,126.920996
서울은명초등학교,3453,서울특별시 은평구 은평로4길 21-9,37.59767912,126.9182757
서울용강초등학교,4136,서울특별시 마포구 백범로17길 9,37.54910215,126.9440443
서울염리초등학교,4155,서울특별시 마포구 토정로37길 37,37.54271029,126.945999
서울연희초등학교,3723,서울특별시 서대문구 연희로 136,37.56904593,126.9341423
서울연천초등학교,3348,서울특별시 은평구 연서로34길 22,37.62134929,126.9299179
서울연은초등학교,3476,서울특별시 은평구 백련산로2길 35,37.59051222,126.9251126
서울연신초등학교,3338,서울특별시 은평구 연서로 347,37.62605996,126.9277513
서울연광초등학교,3342,서울특별시 은평구 연서로35길 37,37.62364876,126.923909
서울연가초등학교,3670,서울특별시 서대문구 증가로12가길 49-50,37.5795632,126.9173292
서울역촌초등학교,3420,서울특별시 은평구 은평로3길 25,37.60158417,126.913928
서울안산초등학교,3731,서울특별시 서대문구 통일로 321,37.57916901,126.9522097
서울아현초등학교,4117,서울특별시 마포구 굴레방로 6,37.5558319,126.9562422
서울신석초등학교,4090,서울특별시 마포구 대흥로 33,37.54453582,126.9377793
서울신사초등학교,3442,서울특별시 은평구 가좌로 275-2,37.59283483,126.9119832
서울신북초등학교,3941,서울특별시 마포구 월드컵북로38길 26,37.57110496,126.9053603
서울신도초등학교,3310,서울특별시 은평구 진관1로 77-23,37.63293843,126.9291989
서울수색초등학교,3489,서울특별시 은평구 수색로16길 21,37.58517215,126.8960121
서울소의초등학교,4202,서울특별시 마포구 마포대로24길 42,37.55278186,126.9606556
서울성원초등학교,3939,서울특별시 마포구 월드컵로36길 34,37.56697656,126.9050853
서울성서초등학교,3968,서울특별시 마포구 성미산로7길 24,37.56059575,126.9109242
서울성산초등학교,4023,서울특별시 마포구 양화로3길 94,37.55342789,126.9109504
서울서신초등학교,3444,서울특별시 은평구 은평터널로 150,37.59229405,126.9073823
서울서교초등학교,4054,서울특별시 마포구 와우산로23길 20-27,37.55488903,126.9243787
서울서강초등학교,4067,서울특별시 마포구 독막로 113,37.54869715,126.9268951
서울상지초등학교,3905,서울특별시 마포구 월드컵로42길 30,37.57975102,126.8820736
서울상암초등학교,3912,서울특별시 마포구 월드컵북로 353,37.57633795,126.8923441
서울상신초등학교,3439,서울특별시 은평구 가좌로 361,37.59755372,126.9046049
서울불광초등학교,3358,서울특별시 은평구 불광로 51,37.61342945,126.9307187
서울북한산초등학교,3307,서울특별시 은평구 대서문길 42-3,37.65363208,126.9504624
서울북성초등학교,3769,서울특별시 서대문구 북아현로1나길 22,37.55963212,126.9518349
서울북가좌초등학교,3714,서울특별시 서대문구 거북골로19길 20,37.57722021,126.9077782
서울미동초등학교,3740,서울특별시 서대문구 충정로 52,37.56335057,126.9658861
서울망원초등학교,3955,서울특별시 마포구 방울내로5길 28,37.56088948,126.9007631
서울마포초등학교,4171,서울특별시 마포구 도화2길 64,37.53860225,126.949816
서울동교초등학교,3959,서울특별시 마포구 월드컵로25길 86,37.55862448,126.9024006
서울대조초등학교,3388,서울특별시 은평구 연서로18길 17,37.61357914,126.9193022
서울대은초등학교,3391,서울특별시 은평구 통일로69길 12-15,37.61236712,126.9258698
서울대신초등학교,3767,서울특별시 서대문구 이화여대2길 27,37.55794755,126.9480572
서울녹번초등학교,3380,서울특별시 은평구 녹번로1길 1,37.60458339,126.9257463
서울금화초등학교,3735,서울특별시 서대문구 통일로 165,37.56882755,126.9629414
서울구현초등학교,3428,서울특별시 은평구 갈현로15길 51,37.60984462,126.9057802
서울구산초등학교,3426,서울특별시 은평구 서오릉로15길 16,37.61275096,126.9093765
서울공덕초등학교,4214,서울 마포구 만리재옛길 13,37.54580335,126.9548231
서울고은초등학교,3645,서울특별시 서대문구 모래내로 441,37.58500184,126.9439749
서울갈현초등학교,3331,서울특별시 은평구 연서로29길 31,37.61977964,126.9166834
명지초등학교,3656,서울특별시 서대문구 명지2길 32-20,37.58362994,126.9282315
경기초등학교,3746,서울특별시 서대문구 경기대로9길 10,37.56511029,126.9628606
서울새솔초등학교,2055,서울특별시 중랑구 신내역로1길 164,37.6179524,127.1113284
서울삼육초등학교,2458,서울특별시 동대문구 회기로10길 63,37.5887715,127.0471713
은석초등학교,2520,서울특별시 동대문구 장안벚꽃로 205,37.57855999,127.0757616
서울휘봉초등학교,2511,서울특별시 동대문구 장안벚꽃로 309,37.58567641,127.0700416
서울휘경초등학교,2495,서울특별시 동대문구 망우로6길 48,37.58575014,127.0582142
서울홍파초등학교,2479,서울특별시 동대문구 고산자로 518,37.58620315,127.0395199
서울홍릉초등학교,2457,서울특별시 동대문구 회기로 90,37.59068752,127.0477051
서울청량초등학교,2452,서울특별시 동대문구 회기로25길 31,37.5923094,127.0559085
서울중흥초등학교,2089,서울특별시 중랑구 봉화산로 82,37.60167188,127.0841422
서울중화초등학교,2085,서울특별시 중랑구 신내로7가길 22,37.60292163,127.094065
서울중목초등학교,2130,서울특별시 중랑구 동일로 665,37.59008735,127.0793732
서울중랑초등학교,2132,서울특별시 중랑구 봉우재로6길 26,37.58966282,127.0755035
서울중곡초등학교,2245,서울특별시 중랑구 면목로23길 20,37.57489173,127.083439
서울종암초등학교,2574,서울특별시 동대문구 무학로44길 25,37.58230741,127.0318564
서울전동초등학교,2508,서울특별시 동대문구 전농로16길 61,37.57908329,127.0608053
서울전농초등학교,2541,서울특별시 동대문구 사가정로 66,37.57473031,127.0543331
서울전곡초등학교,2505,서울특별시 동대문구 전농로 172,37.58070429,127.0560124
서울장평초등학교,2523,서울특별시 동대문구 답십리로,37.57287069,127.0589583
서울이문초등학교,2411,서울특별시 동대문구 신이문로 16,37.60189649,127.064885
서울원묵초등학교,2022,서울특별시 중랑구 숙선옹주로 109,37.61774881,127.0868142
서울용두초등학교,2583,서울특별시 동대문구 천호대로13길 43,37.57641309,127.0283872
서울안평초등학교,2641,서울특별시 동대문구 장한로14길 61,37.56596821,127.0720334
서울신현초등학교,2075,서울특별시 중랑구 봉화산로 188,37.60581459,127.0935218
서울신묵초등학교,2011,서울특별시 중랑구 동일로149길 46,37.60652285,127.0758358
서울신답초등학교,2592,서울특별시 동대문구 천호대로 177,37.57270461,127.0429617
서울신내초등학교,2071,서울특별시 중랑구 용마산로125나길 22,37.60493422,127.1001285
서울상봉초등학교,2096,서울특별시 중랑구 동일로126가길 11,37.59797895,127.0831714
서울봉화초등학교,2027,서울특별시 중랑구 신내로15길 110,37.61357623,127.0924085
서울배봉초등학교,2509,서울특별시 동대문구 사가정로 193,37.58008416,127.0668719
서울묵현초등학교,2008,서울특별시 중랑구 동일로157길 75,37.6090804,127.0736904
서울묵동초등학교,2050,서울특별시 중랑구 동일로138길 27,37.60335949,127.0808272
서울면중초등학교,2193,서울특별시 중랑구 용마산로70길 43,37.58244179,127.0965509
서울면일초등학교,2184,서울특별시 중랑구 용마산로100길 13,37.5920416,127.0997947
서울면북초등학교,2180,서울특별시 중랑구 용마공원로5길 32,37.59441816,127.1035478
서울면목초등학교,2160,서울특별시 중랑구 면목로 434,37.5906966,127.0872878
서울면동초등학교,2220,서울특별시 중랑구 면목로57길 32,37.58535152,127.0865922
서울면남초등학교,2251,서울특별시 중랑구 면목로30나길 38,37.57725972,127.0876664
서울망우초등학교,2179,서울특별시 중랑구 망우로72길 49,37.59873698,127.1038418
서울동원초등학교,2061,서울특별시 중랑구 송림길 114,37.60466834,127.1042921
서울동답초등학교,2609,서울특별시 동대문구 답십리로60길 12,37.57150142,127.0640341
서울답십리초등학교,2601,서울특별시 동대문구 전농로3길 23,37.56880432,127.055427
서울군자초등학교,2632,서울특별시 동대문구 한천로6길 21,37.56412232,127.0605233
금성초등학교,2028,서울특별시 중랑구 신내로21길 55,37.61531513,127.0898585
경희초등학교,2447,서울특별시 동대문구 경희대로 26,37.59394914,127.054891
행당중학교,4764,서울특별시 성동구 왕십리로 189,37.55455404,127.0419634
한양대학교사범대학부속중학교,4761,서울특별시 성동구 마조로 42,37.56191884,127.042324
자양중학교,5069,서울특별시 광진구 뚝섬로41길 33,37.53539805,127.074384
용곡중학교,4940,서울특별시 광진구 용마산로22길 76,37.56595126,127.0890896
옥정중학교,4734,서울특별시 성동구 한림말길 11,37.54167037,127.0129832
양진중학교,4982,서울특별시 광진구 워커힐로 32,37.54457517,127.0983114
신양중학교,5087,서울특별시 광진구 자양강변길 73,37.53365227,127.0634253
성원중학교,4775,서울특별시 성동구 성덕정9가길 13,37.53945182,127.0513835
성수중학교,4768,서울특별시 성동구 서울숲길 18,37.54734181,127.0382534
무학중학교,4716,서울특별시 성동구 행당로 120,37.55770119,127.0319922
마장중학교,4753,서울특별시 성동구 마장로35나길 31,37.56830949,127.042128
대원국제중학교,4939,서울특별시 광진구 용마산로22길 26,37.56245022,127.0893767
동마중학교,4759,서울특별시 성동구 마조로11길 18,37.56280251,127.0403512
동국대학교사범대학부속여자중학교,5038,서울특별시 광진구 광나루로36길 47,37.54192936,127.0869731
구의중학교,5022,서울특별시 광진구 광나루로30길 80,37.5428503,127.0788404
광희중학교,4742,서울특별시 성동구 독서당로62길 46,37.55115453,127.03398
광진중학교,5114,서울특별시 광진구 뚝섬로64길 45,37.53221959,127.0901621
광장중학교,4966,서울특별시 광진구 광장로1길 1,37.54717752,127.1019276
광양중학교,5104,서울특별시 광진구 자양로3길 7,37.53089134,127.08617
광남중학교,4973,서울특별시 광진구 아차산로70길 17-62,37.54083041,127.1016439
경일중학교,4779,서울특별시 성동구 성수일로 27,37.54382982,127.0478683
경수중학교,4785,서울특별시 성동구 뚝섬로13길 14,37.53950904,127.0592712
건국대학교사범대학부속중학교,5025,서울특별시 광진구 자양로 145-1,37.54172407,127.0815971
중앙대학교사범대학부속중학교,6980,서울특별시 동작구 서달로 124,37.50362942,126.9617326
장승중학교,6963,서울특별시 동작구 장승배기로10가길 25,37.50314858,126.940834
인헌중학교,8795,서울특별시 관악구 인헌9길 35,37.47269621,126.9688402
영등포중학교,6933,서울특별시 동작구 등용로8길 5,37.5080846,126.9331435
신림중학교,8841,서울특별시 관악구 신림로 40,37.47032734,126.946004
신관중학교,8781,서울특별시 관악구 신림로48길 17-16,37.48020125,126.9344522
숭의여자중학교,6944,서울특별시 동작구 여의대방로36길 79,37.50736414,126.9292433
성보중학교,8773,서울특별시 관악구 남부순환로156길 39,37.48072837,126.9209573
성남중학교,6946,서울특별시 동작구 대방동길 74,37.50528157,126.9266153
서울문영여자중학교,8833,서울특별시 관악구 관악로 85,37.47290457,126.9509181
상현중학교,7028,서울특별시 동작구 사당로2길 2-19,37.49415578,126.9606077
상도중학교,7028,서울특별시 동작구 사당로2가길 72,37.4909219,126.9614756
삼성중학교,8816,서울특별시 관악구 신림로3가길 39-24,37.4676059,126.9425132
사당중학교,7003,서울특별시 동작구 사당로9가길 58,37.48776119,126.9685407
봉원중학교,8736,서울특별시 관악구 관악로24가길 15,37.48410274,126.9588909
봉림중학교,8782,서울특별시 관악구 장군봉길 72,37.48119817,126.9377027
미성중학교,8863,서울특별시 관악구 문성로16길 40,37.47538281,126.9120889
문창중학교,7057,서울특별시 동작구 여의대방로22나길 40,37.49586094,126.9224055
동작중학교,6992,서울특별시 동작구 동작대로39가길 83,37.49546195,126.9778016
동양중학교,6910,서울특별시 동작구 흑석로9길 94,37.51022314,126.9574775
대방중학교,7064,서울특별시 동작구 여의대방로10길 24,37.49543678,126.9130162
당곡중학교,8711,서울특별시 관악구 봉천로13길 101,37.4923589,126.9326777
남성중학교,7022,서울특별시 동작구 남부순환로269길 166,37.47900822,126.9724141
